Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,26.79,15.12,3.3944,0.2074,0
1.0,26.98,15.12,3.3824,0.1882,0
2.0,27.59,15.15,3.3972,0.1979,0
3.0,27.91,15.19,3.3661,0.1968,0
4.0,28.26,15.23,3.3888,0.2092,0
5.0,28.4,15.28,3.3807,0.216,0
6.0,29.22,15.35,3.3871,0.2139,0
7.0,28.95,15.42,3.3741,0.2158,0
8.0,28.36,15.45,3.3768,0.1833,0
9.0,28.2,15.49,3.3659,0.1955,0
10.0,28.93,15.54,3.3619,0.1972,0
11.0,28.42,15.58,3.3681,0.2208,0
12.0,29.05,15.63,3.3881,0.1933,0
13.0,30.43,15.73,3.3811,0.2107,0
14.0,28.52,15.76,3.3806,0.1931,0
15.0,27.93,15.77,3.3858,0.2217,0
16.0,30.48,15.86,3.3876,0.2175,0
17.0,30.02,15.93,3.3878,0.207,0
18.0,28.69,15.96,3.3902,0.2076,0
19.0,30.14,16.03,3.3957,0.2191,0
20.0,30.34,16.11,3.3715,0.2058,0
21.0,29.59,16.16,3.3926,0.1999,0
22.0,30.1,16.22,3.3776,0.2056,0
23.0,30.76,16.3,3.3785,0.1868,0
24.0,29.16,16.33,3.3921,0.2095,0
25.0,29.31,16.36,3.3959,0.2031,0
26.0,29.91,16.4,3.3756,0.2119,0
27.0,28.38,16.4,3.3914,0.1944,0
28.0,29.75,16.44,3.3795,0.2133,0
29.0,30.74,16.51,3.3878,0.2199,0
30.0,30.28,16.56,3.3673,0.2055,0
31.0,30.61,16.62,3.3747,0.2109,0
32.0,29.86,16.66,3.3674,0.2256,0
33.0,30.03,16.7,3.3642,0.227,0
34.0,30.28,16.74,3.3865,0.2105,0
35.0,30.3,16.78,3.3719,0.2091,0
36.0,31.85,16.87,3.3889,0.1899,0
37.0,31.0,16.93,3.3676,0.1972,0
38.0,30.49,16.97,3.3827,0.2136,0
39.0,30.32,17.01,3.3922,0.1934,0
40.0,30.39,17.04,3.4056,0.1987,0
41.0,31.55,17.11,3.3827,0.2314,0
42.0,31.01,17.16,3.3656,0.2226,0
43.0,31.13,17.21,3.3884,0.2087,0
44.0,30.71,17.25,3.3868,0.21,0
45.0,32.77,17.35,3.3905,0.2019,0
46.0,30.61,17.37,3.3789,0.2185,0
47.0,31.29,17.42,3.3741,0.2212,0
48.0,31.79,17.48,3.3875,0.2053,0
49.0,30.74,17.51,3.3788,0.2037,0
50.0,31.99,17.57,3.3702,0.2151,0
51.0,30.81,17.59,3.3689,0.2079,0
52.0,30.1,17.59,3.3729,0.2024,0
53.0,32.04,17.65,3.3869,0.204,0
54.0,32.97,17.74,3.3789,0.1996,0
55.0,32.41,17.81,3.3713,0.201,0
56.0,31.46,17.84,3.3734,0.2093,0
57.0,31.08,17.86,3.3909,0.2123,0
58.0,30.91,17.87,3.3785,0.1966,0
59.0,32.38,17.93,3.3757,0.201,0
60.0,30.95,17.94,3.3766,0.2123,0
61.0,31.83,17.98,3.3755,0.2229,0
62.0,32.89,18.05,3.3969,0.2157,0
63.0,33.51,18.14,3.3757,0.2239,0
64.0,33.35,18.22,3.4015,0.203,0
65.0,32.9,18.28,3.3613,0.2129,0
66.0,31.7,18.3,3.3758,0.2231,0
67.0,30.93,18.3,3.3775,0.2124,0
68.0,32.81,18.35,3.3842,0.1981,0
69.0,32.86,18.41,3.3959,0.1987,0
70.0,33.71,18.49,3.3781,0.1988,0
71.0,33.9,18.57,3.3857,0.2053,0
72.0,32.58,18.6,3.3857,0.2032,0
73.0,32.25,18.63,3.3883,0.202,0
74.0,32.98,18.67,3.369,0.2187,0
75.0,33.0,18.72,3.3884,0.2119,0
76.0,33.07,18.76,3.3838,0.2079,0
77.0,32.61,18.79,3.386,0.2098,0
78.0,33.51,18.84,3.3813,0.2325,0
79.0,33.45,18.9,3.3762,0.2065,0
80.0,33.85,18.96,3.3758,0.2029,0
81.0,32.98,18.99,3.4011,0.2052,0
82.0,34.84,19.08,3.3913,0.2046,0
83.0,34.24,19.15,3.3848,0.1935,0
84.0,34.67,19.23,3.3862,0.2061,0
85.0,32.87,19.24,3.3674,0.2109,0
86.0,34.1,19.3,3.3687,0.2312,0
87.0,33.07,19.31,3.3824,0.2081,0
88.0,33.09,19.33,3.3821,0.2048,0
89.0,34.23,19.39,3.3849,0.2152,0
90.0,34.32,19.44,3.3812,0.2269,0
91.0,34.16,19.49,3.3812,0.2013,0
92.0,35.57,19.58,3.397,0.1983,0
93.0,33.71,19.61,3.3757,0.2225,0
94.0,35.76,19.7,3.3893,0.2041,0
95.0,33.82,19.73,3.3818,0.2124,0
96.0,34.56,19.78,3.3876,0.2081,0
97.0,35.1,19.84,3.3745,0.2053,0
98.0,34.49,19.88,3.3863,0.2011,0
99.0,33.28,19.88,3.3635,0.2235,0
100.0,35.85,19.96,3.3757,0.204,0
101.0,36.2,20.05,3.3821,0.2079,0
102.0,34.51,20.09,3.3907,0.223,0
103.0,34.29,20.11,3.3897,0.2066,0
104.0,34.38,20.13,3.3824,0.1993,0
105.0,35.54,20.2,3.3792,0.2278,0
106.0,35.14,20.24,3.3792,0.2109,0
107.0,34.83,20.27,3.3816,0.1962,0
108.0,35.05,20.31,3.4098,0.2151,0
109.0,34.97,20.35,3.387,0.2082,0
110.0,35.44,20.4,3.3724,0.2029,0
111.0,35.25,20.44,3.4016,0.2055,0
112.0,34.49,20.45,3.3894,0.2097,0
113.0,36.36,20.53,3.3929,0.2296,0
114.0,34.88,20.55,3.3951,0.2105,0
115.0,36.03,20.61,3.3704,0.2183,0
116.0,35.74,20.65,3.3701,0.2127,0
117.0,36.57,20.73,3.3852,0.2156,0
118.0,35.63,20.77,3.3838,0.2017,0
