Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,26.35,16.67,3.329,0.2451,0
1.0,26.96,16.68,3.3229,0.2178,0
2.0,27.15,16.69,3.3336,0.2315,0
3.0,26.45,16.69,3.33,0.2155,0
4.0,27.4,16.71,3.3238,0.2384,0
5.0,25.09,16.69,3.3155,0.2479,0
6.0,27.27,16.7,3.3295,0.2468,0
7.0,28.44,16.74,3.3432,0.2311,0
8.0,27.78,16.76,3.3243,0.2365,0
9.0,26.97,16.76,3.3386,0.2381,0
10.0,27.7,16.78,3.3382,0.2258,0
11.0,26.84,16.79,3.3534,0.2348,0
12.0,28.62,16.82,3.3548,0.2268,0
13.0,27.33,16.83,3.3265,0.2464,0
14.0,28.93,16.87,3.3387,0.2465,0
15.0,28.55,16.9,3.3301,0.2318,0
16.0,28.72,16.93,3.3358,0.2212,0
17.0,27.29,16.94,3.322,0.2454,0
18.0,28.56,16.97,3.3544,0.2209,0
19.0,27.57,16.98,3.3303,0.2379,0
20.0,29.81,17.03,3.3246,0.2393,0
21.0,28.05,17.05,3.3263,0.2347,0
22.0,30.12,17.1,3.3407,0.2395,0
23.0,29.55,17.14,3.3414,0.2154,0
24.0,29.66,17.18,3.321,0.2277,0
25.0,30.06,17.22,3.3328,0.2366,0
26.0,29.18,17.26,3.324,0.2323,0
27.0,30.33,17.3,3.3203,0.2127,0
28.0,28.9,17.33,3.3371,0.2357,0
29.0,29.4,17.36,3.3234,0.2306,0
30.0,29.43,17.4,3.317,0.2333,0
31.0,30.57,17.45,3.3389,0.2312,0
32.0,29.56,17.48,3.3075,0.2251,0
33.0,28.86,17.5,3.3486,0.2186,0
34.0,29.36,17.53,3.3213,0.2386,0
35.0,29.47,17.56,3.3262,0.2317,0
36.0,30.98,17.61,3.3313,0.2337,0
37.0,29.19,17.64,3.3358,0.2316,0
38.0,30.15,17.67,3.323,0.251,0
39.0,30.22,17.71,3.3282,0.2265,0
40.0,31.3,17.77,3.3378,0.2058,0
41.0,31.02,17.82,3.338,0.2388,0
42.0,30.48,17.85,3.3344,0.2331,0
43.0,30.56,17.89,3.3316,0.2262,0
44.0,31.43,17.95,3.3311,0.2473,0
45.0,32.7,18.02,3.3378,0.2268,0
46.0,30.19,18.05,3.3328,0.2242,0
47.0,32.51,18.11,3.333,0.243,0
48.0,32.65,18.18,3.3264,0.2349,0
49.0,31.53,18.23,3.3389,0.223,0
50.0,32.97,18.3,3.3398,0.2423,0
51.0,33.14,18.37,3.3102,0.2256,0
52.0,31.31,18.41,3.3152,0.2236,0
53.0,32.6,18.47,3.3333,0.2292,0
54.0,34.97,18.56,3.33,0.2204,0
55.0,33.42,18.63,3.3418,0.2354,0
56.0,33.19,18.7,3.3328,0.2488,0
57.0,32.3,18.74,3.3563,0.2354,0
58.0,33.13,18.8,3.3298,0.2281,0
59.0,32.3,18.85,3.3253,0.2234,0
