Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,26.96,12.33,3.251,0.2135,0
1.0,26.82,12.33,3.2432,0.2222,0
2.0,27.39,12.34,3.2343,0.219,0
3.0,27.67,12.36,3.2636,0.2094,0
4.0,27.5,12.37,3.2451,0.2018,0
5.0,26.45,12.35,3.2428,0.2136,0
6.0,26.19,12.33,3.2429,0.1977,0
7.0,26.86,12.33,3.2368,0.2213,0
8.0,28.19,12.36,3.2264,0.215,0
9.0,27.18,12.37,3.257,0.2217,0
10.0,28.23,12.4,3.2494,0.2148,0
11.0,26.82,12.39,3.2497,0.2141,0
12.0,27.98,12.41,3.232,0.2122,0
13.0,27.26,12.42,3.24,0.2238,0
14.0,27.66,12.43,3.242,0.1889,0
15.0,28.57,12.47,3.2462,0.225,0
16.0,28.85,12.51,3.2315,0.2329,0
17.0,28.69,12.55,3.2411,0.2249,0
18.0,28.45,12.58,3.2367,0.2265,0
19.0,28.21,12.6,3.2366,0.223,0
20.0,28.94,12.64,3.2235,0.2055,0
21.0,28.55,12.67,3.2344,0.2171,0
22.0,28.88,12.7,3.2429,0.2186,0
23.0,29.02,12.74,3.2351,0.2243,0
24.0,28.09,12.75,3.2496,0.2192,0
25.0,28.41,12.77,3.2467,0.2237,0
26.0,29.48,12.82,3.2499,0.2259,0
27.0,29.24,12.86,3.2386,0.2065,0
28.0,28.36,12.87,3.2377,0.2239,0
29.0,29.55,12.91,3.2232,0.2064,0
30.0,28.19,12.92,3.2333,0.2146,0
31.0,28.34,12.93,3.2605,0.1937,0
32.0,28.78,12.96,3.2485,0.2155,0
33.0,29.34,12.99,3.234,0.2037,0
34.0,29.98,13.04,3.2336,0.2281,0
35.0,30.18,13.1,3.2355,0.2184,0
36.0,29.41,13.13,3.2468,0.2134,0
37.0,29.93,13.17,3.2408,0.214,0
38.0,29.85,13.21,3.253,0.2265,0
39.0,30.14,13.26,3.2405,0.2012,0
40.0,29.92,13.29,3.2429,0.2052,0
41.0,29.03,13.31,3.2517,0.2205,0
42.0,29.87,13.34,3.2513,0.2196,0
43.0,29.49,13.37,3.2593,0.2132,0
44.0,30.0,13.4,3.239,0.2071,0
45.0,29.19,13.42,3.2425,0.203,0
46.0,29.88,13.45,3.2437,0.2025,0
47.0,29.99,13.48,3.2479,0.213,0
48.0,29.8,13.51,3.2456,0.2028,0
49.0,30.46,13.55,3.2438,0.219,0
50.0,31.95,13.63,3.2532,0.2299,0
51.0,29.85,13.65,3.2254,0.2016,0
52.0,29.62,13.66,3.2439,0.2194,0
53.0,31.0,13.71,3.2323,0.1977,0
54.0,29.89,13.73,3.2156,0.2139,0
55.0,30.97,13.78,3.2402,0.2235,0
56.0,30.27,13.81,3.2436,0.2156,0
57.0,29.25,13.81,3.2394,0.2141,0
58.0,30.6,13.84,3.2296,0.2136,0
59.0,31.49,13.89,3.2382,0.2193,0
60.0,31.01,13.93,3.2531,0.205,0
61.0,30.45,13.96,3.2346,0.2298,0
62.0,30.66,13.99,3.239,0.2226,0
63.0,31.14,14.03,3.2402,0.2082,0
64.0,32.33,14.1,3.2498,0.2089,0
65.0,31.28,14.14,3.2575,0.2162,0
66.0,30.78,14.16,3.2508,0.1964,0
67.0,30.87,14.19,3.2214,0.2133,0
68.0,31.72,14.24,3.2364,0.2116,0
69.0,31.83,14.28,3.2673,0.2012,0
70.0,31.39,14.32,3.2225,0.2217,0
71.0,32.7,14.38,3.2289,0.2294,0
72.0,31.22,14.41,3.2519,0.2117,0
73.0,30.77,14.43,3.2301,0.2194,0
74.0,32.24,14.48,3.2417,0.1984,0
75.0,32.15,14.52,3.2361,0.2062,0
76.0,31.69,14.56,3.2576,0.2099,0
77.0,32.14,14.6,3.2495,0.1919,0
78.0,31.24,14.62,3.2286,0.2056,0
79.0,31.51,14.64,3.2344,0.2008,0
80.0,32.96,14.7,3.2629,0.2189,0
81.0,33.79,14.78,3.2484,0.2211,0
82.0,32.84,14.83,3.2438,0.2047,0
83.0,33.25,14.89,3.242,0.2185,0
84.0,33.16,14.95,3.2372,0.2063,0
85.0,32.43,14.98,3.2292,0.2014,0
86.0,32.57,15.02,3.2333,0.2169,0
87.0,32.39,15.05,3.2532,0.2215,0
88.0,31.78,15.07,3.2308,0.1946,0
89.0,32.53,15.1,3.2345,0.2088,0
90.0,33.12,15.15,3.2389,0.2113,0
91.0,32.96,15.19,3.2333,0.2117,0
92.0,33.7,15.24,3.2369,0.2225,0
93.0,33.36,15.29,3.2347,0.234,0
94.0,33.26,15.33,3.2489,0.2101,0
95.0,32.76,15.36,3.2527,0.2085,0
96.0,33.63,15.41,3.2461,0.2181,0
97.0,34.03,15.47,3.2394,0.2183,0
98.0,34.28,15.53,3.2419,0.2142,0
99.0,32.38,15.54,3.2441,0.2002,0
100.0,34.06,15.59,3.2429,0.2143,0
101.0,33.62,15.63,3.2332,0.2021,0
102.0,34.0,15.68,3.2542,0.2226,0
103.0,33.76,15.72,3.2493,0.204,0
104.0,33.25,15.74,3.2589,0.2033,0
105.0,34.06,15.79,3.2343,0.219,0
106.0,33.27,15.81,3.24,0.2362,0
107.0,34.41,15.86,3.2305,0.2265,0
108.0,33.78,15.9,3.2458,0.2278,0
109.0,34.32,15.94,3.2382,0.2149,0
110.0,34.29,15.98,3.2566,0.2171,0
111.0,33.61,16.01,3.236,0.2082,0
112.0,34.97,16.07,3.2475,0.2068,0
113.0,33.84,16.09,3.2498,0.207,0
114.0,33.8,16.12,3.2336,0.2115,0
115.0,35.09,16.17,3.239,0.2166,0
116.0,33.79,16.19,3.2402,0.2123,0
117.0,34.13,16.22,3.2335,0.2183,0
118.0,35.43,16.28,3.2419,0.215,0
119.0,34.0,16.31,3.2434,0.2028,0
120.0,33.75,16.32,3.2432,0.2128,0
121.0,35.15,16.37,3.2561,0.2029,0
122.0,34.78,16.41,3.2619,0.2057,0
123.0,34.34,16.43,3.2503,0.2097,0
124.0,34.52,16.46,3.2494,0.2067,0
125.0,35.33,16.51,3.2401,0.2161,0
126.0,34.56,16.54,3.2456,0.2069,0
127.0,34.54,16.56,3.2547,0.2109,0
128.0,35.13,16.6,3.2504,0.2049,0
129.0,35.43,16.65,3.2471,0.2078,0
130.0,35.57,16.7,3.2361,0.2122,0
131.0,34.8,16.72,3.255,0.2234,0
132.0,34.98,16.75,3.2692,0.2065,0
133.0,35.15,16.78,3.2504,0.2285,0
134.0,36.31,16.85,3.2396,0.2321,0
135.0,34.72,16.86,3.245,0.2165,0
136.0,34.97,16.89,3.2497,0.2107,0
137.0,34.75,16.9,3.2473,0.2118,0
138.0,36.32,16.96,3.2446,0.1999,0
139.0,35.49,16.99,3.2482,0.2186,0
140.0,35.46,17.02,3.2479,0.1989,0
141.0,35.28,17.05,3.2576,0.2063,0
142.0,35.32,17.07,3.2433,0.2254,0
143.0,37.52,17.15,3.2522,0.2227,0
144.0,35.43,17.18,3.2293,0.2065,0
145.0,34.97,17.19,3.2327,0.2213,0
146.0,35.18,17.21,3.2301,0.2137,0
147.0,36.78,17.26,3.253,0.2269,0
148.0,36.73,17.31,3.2348,0.2036,0
149.0,35.17,17.32,3.2441,0.2006,0
150.0,36.84,17.38,3.2559,0.2106,0
151.0,36.7,17.42,3.2494,0.2082,0
152.0,36.52,17.47,3.2448,0.2235,0
153.0,37.01,17.52,3.2412,0.1975,0
154.0,37.58,17.58,3.2271,0.222,0
155.0,37.79,17.65,3.2279,0.2059,0
156.0,36.95,17.69,3.2507,0.2252,0
157.0,37.09,17.73,3.2377,0.2145,0
158.0,37.99,17.8,3.2477,0.2225,0
159.0,36.33,17.82,3.2492,0.2119,0
