Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,25.18,13.87,3.333,0.2759,0
1.0,24.81,13.86,3.3432,0.2923,0
2.0,25.32,13.87,3.3372,0.3093,0
3.0,25.04,13.86,3.3329,0.2863,0
4.0,25.04,13.86,3.325,0.2872,0
5.0,25.19,13.86,3.3279,0.3087,0
6.0,24.53,13.85,3.3192,0.2807,0
7.0,26.08,13.87,3.3438,0.3005,0
8.0,25.37,13.87,3.3309,0.2961,0
9.0,25.55,13.88,3.3179,0.2961,0
10.0,25.12,13.88,3.3477,0.3039,0
11.0,25.78,13.89,3.318,0.2992,0
12.0,26.45,13.91,3.3437,0.2893,0
13.0,27.58,13.96,3.3529,0.2944,0
14.0,25.93,13.97,3.3219,0.2781,0
15.0,26.27,13.99,3.3166,0.2928,0
16.0,26.72,14.01,3.3312,0.2957,0
17.0,25.64,14.02,3.3242,0.2922,0
18.0,25.85,14.03,3.335,0.2835,0
19.0,27.66,14.07,3.339,0.2907,0
20.0,26.94,14.1,3.3495,0.2869,0
21.0,24.99,14.09,3.3425,0.2993,0
22.0,28.48,14.14,3.3441,0.307,0
23.0,26.45,14.16,3.333,0.3053,0
24.0,27.64,14.2,3.3376,0.2561,0
25.0,25.56,14.2,3.3331,0.2992,0
26.0,26.27,14.21,3.3273,0.2744,0
27.0,26.6,14.23,3.3241,0.296,0
28.0,28.02,14.27,3.3361,0.2756,0
29.0,27.65,14.31,3.3247,0.2937,0
30.0,26.77,14.32,3.3404,0.3038,0
31.0,28.25,14.37,3.3355,0.2835,0
32.0,27.21,14.39,3.3468,0.2806,0
33.0,25.86,14.39,3.3395,0.3032,0
34.0,28.11,14.43,3.3365,0.2957,0
35.0,29.2,14.49,3.3111,0.2853,0
36.0,27.43,14.52,3.3323,0.319,0
37.0,27.54,14.54,3.3194,0.3005,0
38.0,27.83,14.57,3.3484,0.3059,0
39.0,28.11,14.61,3.3313,0.2999,0
40.0,27.49,14.63,3.331,0.2721,0
41.0,28.21,14.67,3.3137,0.2905,0
42.0,27.68,14.69,3.3435,0.2856,0
43.0,28.42,14.73,3.3338,0.2892,0
