Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,23.1,12.85,3.3349,0.2609,0
1.0,23.71,12.86,3.3445,0.2598,0
2.0,22.96,12.86,3.3292,0.2649,0
3.0,23.56,12.87,3.3417,0.2635,0
4.0,23.68,12.88,3.3334,0.2542,0
5.0,23.3,12.88,3.3456,0.2602,0
6.0,24.12,12.91,3.3375,0.2518,0
7.0,23.92,12.92,3.3483,0.2497,0
8.0,24.91,12.96,3.3493,0.2612,0
9.0,24.88,13.0,3.3387,0.2532,0
10.0,24.73,13.03,3.329,0.2731,0
11.0,24.95,13.07,3.3589,0.2517,0
12.0,24.17,13.09,3.3415,0.2743,0
13.0,24.71,13.12,3.3449,0.232,0
14.0,24.85,13.15,3.3218,0.2693,0
15.0,24.76,13.18,3.3438,0.2725,0
16.0,25.65,13.23,3.337,0.2615,0
17.0,25.16,13.26,3.3433,0.255,0
18.0,26.61,13.33,3.3435,0.2521,0
19.0,25.55,13.37,3.3384,0.2562,0
20.0,25.21,13.4,3.3496,0.2512,0
21.0,25.99,13.45,3.3303,0.2665,0
22.0,26.99,13.52,3.3368,0.265,0
23.0,27.21,13.6,3.3294,0.2493,0
24.0,25.82,13.64,3.3661,0.2523,0
25.0,26.37,13.69,3.3336,0.2561,0
26.0,25.63,13.72,3.3512,0.272,0
27.0,27.21,13.79,3.3547,0.2611,0
28.0,26.99,13.85,3.3412,0.2534,0
29.0,26.3,13.89,3.3504,0.2638,0
30.0,26.93,13.94,3.3428,0.2538,0
31.0,27.54,14.01,3.3445,0.2706,0
32.0,25.66,14.03,3.3449,0.2584,0
33.0,27.15,14.09,3.3671,0.2399,0
34.0,27.45,14.15,3.3469,0.2718,0
35.0,26.88,14.19,3.3477,0.2527,0
36.0,27.59,14.25,3.3414,0.2573,0
37.0,28.3,14.33,3.3435,0.2501,0
38.0,27.05,14.37,3.3501,0.253,0
39.0,28.05,14.44,3.3363,0.2617,0
40.0,27.5,14.49,3.3515,0.2568,0
41.0,28.9,14.57,3.3406,0.2616,0
42.0,28.17,14.63,3.3448,0.2598,0
43.0,28.6,14.7,3.3482,0.2505,0
44.0,29.39,14.79,3.3329,0.2578,0
45.0,29.01,14.86,3.3393,0.2546,0
46.0,27.86,14.91,3.3459,0.257,0
47.0,28.36,14.96,3.3528,0.2513,0
48.0,27.13,14.99,3.3396,0.2345,0
49.0,28.78,15.05,3.3351,0.2646,0
50.0,30.24,15.15,3.3226,0.2429,0
51.0,29.62,15.22,3.3186,0.2521,0
52.0,28.61,15.27,3.3203,0.2592,0
53.0,30.88,15.38,3.335,0.258,0
54.0,30.04,15.45,3.3534,0.2637,0
