Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,29.45,17.58,3.2089,0.3365,0
1.0,29.55,17.58,3.2211,0.3292,0
2.0,29.88,17.59,3.2302,0.3158,0
3.0,29.17,17.58,3.2074,0.3214,0
4.0,28.2,17.57,3.2131,0.3179,0
5.0,30.41,17.58,3.2213,0.3056,0
6.0,29.89,17.59,3.2155,0.3056,0
7.0,29.7,17.59,3.2218,0.2993,0
8.0,28.43,17.58,3.2152,0.3307,0
9.0,29.99,17.58,3.1962,0.3076,0
10.0,29.57,17.58,3.2345,0.3161,0
11.0,30.05,17.59,3.2138,0.3439,0
12.0,30.4,17.61,3.2253,0.3324,0
13.0,30.08,17.61,3.2255,0.3155,0
14.0,30.23,17.62,3.2259,0.3398,0
15.0,29.61,17.63,3.2149,0.3357,0
16.0,30.95,17.65,3.2233,0.3299,0
17.0,30.27,17.66,3.2142,0.2932,0
18.0,30.39,17.67,3.2289,0.3095,0
19.0,30.39,17.68,3.1977,0.3176,0
20.0,29.81,17.68,3.2241,0.308,0
21.0,29.93,17.69,3.2302,0.3083,0
22.0,30.21,17.7,3.2132,0.3304,0
23.0,30.79,17.71,3.2311,0.3068,0
24.0,31.46,17.74,3.2364,0.3076,0
25.0,31.01,17.76,3.2189,0.3242,0
26.0,30.46,17.77,3.2217,0.3272,0
27.0,31.03,17.79,3.2337,0.3099,0
28.0,30.69,17.8,3.2435,0.3215,0
29.0,30.1,17.8,3.2129,0.3171,0
30.0,32.02,17.84,3.2202,0.311,0
31.0,30.2,17.84,3.2233,0.3052,0
32.0,30.59,17.85,3.2051,0.3203,0
33.0,30.22,17.86,3.2025,0.3056,0
34.0,31.2,17.88,3.2391,0.3095,0
35.0,31.41,17.9,3.2326,0.2995,0
36.0,32.72,17.94,3.2145,0.326,0
37.0,31.2,17.96,3.2151,0.3149,0
38.0,31.1,17.97,3.2025,0.3277,0
39.0,31.74,18.0,3.2269,0.3371,0
40.0,31.28,18.02,3.2108,0.325,0
41.0,31.82,18.04,3.2233,0.323,0
42.0,32.0,18.07,3.2189,0.3192,0
43.0,31.08,18.08,3.2164,0.3369,0
44.0,31.43,18.1,3.2218,0.3264,0
45.0,32.02,18.13,3.1893,0.3189,0
46.0,32.38,18.16,3.2056,0.3323,0
47.0,31.87,18.18,3.1913,0.3244,0
48.0,32.64,18.21,3.2117,0.3227,0
49.0,32.02,18.24,3.2264,0.3309,0
50.0,33.43,18.28,3.2153,0.3136,0
