Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,29.96,15.15,3.1943,0.2949,0
1.0,30.34,15.16,3.1776,0.331,0
2.0,29.87,15.16,3.2017,0.3225,0
3.0,29.54,15.14,3.2073,0.3222,0
4.0,30.0,15.14,3.2082,0.3367,0
5.0,30.04,15.15,3.2174,0.3136,0
6.0,30.62,15.17,3.2121,0.3197,0
7.0,30.11,15.17,3.2134,0.3233,0
8.0,30.38,15.18,3.2108,0.3268,0
9.0,29.86,15.18,3.2036,0.3168,0
10.0,30.02,15.18,3.2026,0.3223,0
11.0,31.01,15.21,3.2093,0.3198,0
12.0,31.0,15.24,3.1956,0.3141,0
13.0,30.55,15.26,3.2099,0.3456,0
14.0,30.7,15.27,3.2166,0.3245,0
15.0,30.29,15.28,3.1948,0.31,0
16.0,30.84,15.3,3.2193,0.3078,0
17.0,30.51,15.31,3.2025,0.3275,0
18.0,30.62,15.32,3.2,0.3236,0
19.0,30.86,15.35,3.2093,0.3079,0
20.0,30.92,15.37,3.2091,0.3247,0
21.0,30.67,15.38,3.199,0.3229,0
22.0,31.5,15.42,3.2129,0.3272,0
23.0,31.02,15.44,3.2008,0.3213,0
24.0,31.67,15.48,3.2,0.3093,0
25.0,30.94,15.49,3.2118,0.3106,0
26.0,31.35,15.52,3.1951,0.3346,0
27.0,32.3,15.58,3.1956,0.3288,0
28.0,31.51,15.61,3.2087,0.3117,0
29.0,30.83,15.61,3.1938,0.3221,0
30.0,31.42,15.64,3.198,0.3378,0
31.0,31.29,15.65,3.2117,0.3033,0
32.0,31.58,15.68,3.1899,0.3289,0
33.0,31.77,15.71,3.2225,0.3197,0
34.0,31.46,15.73,3.2013,0.3171,0
35.0,31.68,15.76,3.1983,0.3309,0
36.0,32.28,15.8,3.2079,0.3166,0
37.0,31.86,15.83,3.194,0.3239,0
38.0,32.17,15.87,3.2072,0.3205,0
39.0,32.54,15.92,3.2,0.3292,0
40.0,32.21,15.95,3.1968,0.3078,0
41.0,31.5,15.96,3.2124,0.3249,0
42.0,32.66,16.01,3.2042,0.3293,0
43.0,31.93,16.03,3.1951,0.3155,0
44.0,32.69,16.07,3.2003,0.3291,0
45.0,32.09,16.09,3.213,0.328,0
46.0,32.61,16.13,3.201,0.3125,0
47.0,33.34,16.19,3.2077,0.3222,0
48.0,32.4,16.22,3.2072,0.3192,0
49.0,32.9,16.26,3.2046,0.3331,0
50.0,33.04,16.3,3.1896,0.3395,0
51.0,32.39,16.33,3.2136,0.3248,0
52.0,32.8,16.36,3.1898,0.3094,0
53.0,32.87,16.39,3.1833,0.3294,0
54.0,33.2,16.43,3.1991,0.3289,0
55.0,33.06,16.47,3.2101,0.3109,0
56.0,33.33,16.51,3.1838,0.3186,0
57.0,33.07,16.55,3.2024,0.3086,0
58.0,33.27,16.58,3.2053,0.3169,0
59.0,33.53,16.63,3.2195,0.342,0
60.0,33.15,16.66,3.2088,0.3061,0
61.0,33.89,16.71,3.2027,0.3225,0
62.0,33.75,16.75,3.2124,0.3355,0
63.0,33.15,16.78,3.2116,0.318,0
64.0,33.91,16.82,3.22,0.3214,0
65.0,33.36,16.85,3.195,0.3011,0
66.0,33.15,16.87,3.2141,0.2985,0
67.0,33.58,16.9,3.2032,0.323,0
68.0,33.97,16.94,3.2043,0.3308,0
69.0,34.21,16.99,3.1978,0.3156,0
70.0,34.03,17.03,3.1945,0.3143,0
71.0,34.09,17.07,3.2073,0.3203,0
72.0,34.05,17.1,3.1909,0.3172,0
73.0,35.02,17.17,3.1995,0.3146,0
74.0,33.86,17.19,3.2073,0.3339,0
75.0,34.1,17.23,3.2184,0.326,0
76.0,34.53,17.27,3.1992,0.3251,0
77.0,33.2,17.27,3.1912,0.327,0
78.0,34.17,17.3,3.1936,0.3162,0
79.0,34.23,17.33,3.1897,0.3123,0
80.0,33.71,17.34,3.2075,0.3119,0
81.0,34.41,17.38,3.2057,0.3253,0
82.0,34.56,17.41,3.2021,0.2988,0
83.0,34.15,17.44,3.1951,0.3369,0
84.0,34.87,17.48,3.2006,0.3089,0
85.0,34.21,17.5,3.2126,0.3334,0
86.0,34.83,17.54,3.2137,0.3198,0
87.0,34.64,17.57,3.2116,0.3169,0
88.0,33.93,17.58,3.2076,0.3066,0
89.0,34.85,17.62,3.2087,0.3223,0
90.0,34.24,17.63,3.2117,0.2985,0
91.0,35.12,17.68,3.2131,0.3192,0
92.0,35.67,17.73,3.2194,0.3277,0
93.0,34.33,17.75,3.2065,0.3242,0
94.0,35.01,17.78,3.2026,0.3218,0
95.0,35.23,17.82,3.1861,0.3248,0
96.0,35.66,17.87,3.1986,0.3215,0
97.0,35.11,17.9,3.2117,0.3233,0
98.0,35.44,17.94,3.1938,0.3276,0
99.0,35.61,17.98,3.2079,0.3175,0
100.0,35.69,18.03,3.1962,0.3274,0
101.0,35.3,18.06,3.2099,0.3052,0
102.0,35.52,18.09,3.2098,0.3333,0
103.0,36.14,18.14,3.2119,0.3428,0
104.0,35.42,18.17,3.183,0.3193,0
105.0,35.37,18.19,3.1965,0.3062,0
106.0,36.33,18.25,3.2006,0.3121,0
107.0,35.8,18.28,3.2121,0.3382,0
108.0,36.16,18.33,3.1889,0.305,0
109.0,36.11,18.37,3.2011,0.3282,0
110.0,36.53,18.42,3.1976,0.3232,0
111.0,35.77,18.44,3.2109,0.3094,0
112.0,35.79,18.47,3.1895,0.3082,0
113.0,36.05,18.5,3.2186,0.3081,0
114.0,35.5,18.51,3.2129,0.324,0
115.0,36.21,18.55,3.182,0.3342,0
116.0,36.11,18.57,3.207,0.319,0
117.0,36.64,18.62,3.2019,0.335,0
118.0,36.06,18.64,3.2004,0.323,0
119.0,37.33,18.71,3.1915,0.3123,0
120.0,36.65,18.75,3.2168,0.3075,0
121.0,36.81,18.79,3.1973,0.32,0
122.0,36.38,18.81,3.1909,0.3275,0
123.0,36.54,18.84,3.1997,0.3111,0
124.0,36.63,18.88,3.219,0.3273,0
125.0,37.0,18.92,3.2021,0.3104,0
126.0,36.91,18.95,3.1954,0.3029,0
127.0,36.73,18.98,3.2076,0.321,0
128.0,37.27,19.03,3.1932,0.3296,0
129.0,37.24,19.07,3.2174,0.3091,0
130.0,37.61,19.12,3.2049,0.3238,0
131.0,37.78,19.18,3.2021,0.3132,0
132.0,37.44,19.22,3.2146,0.3157,0
133.0,37.45,19.26,3.206,0.3286,0
134.0,37.17,19.28,3.1919,0.3284,0
135.0,37.18,19.31,3.2068,0.3013,0
136.0,36.9,19.33,3.1904,0.3105,0
137.0,37.76,19.37,3.2065,0.3119,0
138.0,37.6,19.41,3.2089,0.325,0
139.0,37.84,19.45,3.2006,0.3105,0
140.0,37.51,19.48,3.2008,0.337,0
141.0,37.3,19.5,3.2056,0.3122,0
142.0,37.39,19.52,3.2151,0.3134,0
143.0,38.27,19.57,3.2163,0.3202,0
144.0,37.78,19.61,3.2098,0.3048,0
145.0,38.26,19.65,3.2023,0.3177,0
