Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,29.93,19.92,3.2973,0.3265,0
1.0,29.73,19.92,3.3095,0.3409,0
2.0,30.0,19.92,3.2982,0.3261,0
3.0,29.73,19.91,3.2967,0.3229,0
4.0,29.54,19.91,3.2947,0.3349,0
5.0,29.66,19.91,3.2748,0.3372,0
6.0,30.3,19.91,3.2818,0.3493,0
7.0,30.18,19.91,3.2981,0.3259,0
8.0,30.67,19.92,3.3173,0.3113,0
9.0,30.46,19.93,3.2973,0.3198,0
10.0,29.43,19.92,3.3164,0.3274,0
11.0,29.74,19.92,3.295,0.3067,0
12.0,30.28,19.92,3.3079,0.3197,0
13.0,30.54,19.93,3.2893,0.327,0
14.0,31.45,19.95,3.3022,0.3271,0
15.0,30.64,19.95,3.2903,0.3266,0
16.0,30.36,19.96,3.2919,0.3072,0
17.0,30.51,19.96,3.3153,0.3205,0
18.0,30.96,19.97,3.3089,0.3208,0
19.0,30.81,19.98,3.2867,0.3196,0
20.0,31.12,19.99,3.3075,0.3259,0
21.0,30.51,20.0,3.3081,0.3409,0
22.0,31.78,20.02,3.2942,0.3323,0
23.0,31.25,20.03,3.3109,0.2941,0
24.0,31.56,20.05,3.3086,0.3332,0
25.0,31.32,20.06,3.3044,0.3102,0
26.0,32.02,20.08,3.3022,0.3177,0
27.0,31.48,20.09,3.2994,0.3245,0
28.0,31.41,20.11,3.2999,0.3186,0
29.0,30.73,20.11,3.3042,0.3324,0
30.0,31.62,20.13,3.2998,0.329,0
31.0,31.94,20.15,3.3096,0.3262,0
32.0,33.03,20.17,3.3123,0.3117,0
33.0,32.14,20.19,3.2998,0.3405,0
34.0,32.26,20.22,3.319,0.3264,0
35.0,32.22,20.24,3.3084,0.3234,0
36.0,32.34,20.26,3.2976,0.3107,0
37.0,32.44,20.28,3.3091,0.332,0
38.0,32.82,20.3,3.2819,0.3382,0
39.0,32.76,20.33,3.3128,0.3213,0
40.0,32.74,20.35,3.2937,0.3249,0
41.0,33.23,20.38,3.3068,0.3159,0
42.0,32.86,20.41,3.298,0.3114,0
43.0,33.03,20.43,3.2961,0.3326,0
44.0,33.07,20.46,3.3061,0.3267,0
45.0,33.1,20.48,3.2984,0.342,0
46.0,32.94,20.51,3.2977,0.3408,0
47.0,33.75,20.54,3.2939,0.3253,0
48.0,33.64,20.57,3.2886,0.3492,0
49.0,33.64,20.6,3.3097,0.3234,0
50.0,33.87,20.63,3.3031,0.3234,0
51.0,33.89,20.66,3.3078,0.3139,0
52.0,33.44,20.69,3.2967,0.3289,0
53.0,34.2,20.72,3.3041,0.3105,0
54.0,33.36,20.75,3.315,0.3224,0
55.0,34.07,20.78,3.3193,0.3218,0
56.0,34.3,20.81,3.2863,0.3213,0
57.0,33.83,20.84,3.3117,0.3227,0
58.0,33.81,20.87,3.3006,0.3259,0
59.0,33.83,20.9,3.3083,0.3444,0
60.0,34.04,20.93,3.2855,0.3315,0
61.0,34.64,20.96,3.3207,0.3238,0
62.0,34.97,21.0,3.3066,0.3318,0
63.0,34.29,21.03,3.3015,0.3337,0
64.0,35.26,21.07,3.3027,0.3342,0
65.0,34.73,21.11,3.2945,0.3299,0
66.0,34.38,21.14,3.2982,0.3202,0
67.0,35.71,21.18,3.3107,0.3221,0
68.0,35.34,21.22,3.3117,0.3368,0
69.0,34.86,21.25,3.3238,0.336,0
70.0,35.46,21.29,3.3055,0.3177,0
71.0,35.62,21.34,3.2933,0.3228,0
72.0,36.39,21.38,3.2991,0.3331,0
73.0,35.4,21.42,3.3152,0.2966,0
74.0,35.69,21.46,3.2941,0.3224,0
75.0,35.99,21.5,3.2982,0.3188,0
76.0,35.38,21.54,3.3126,0.3227,0
77.0,35.76,21.58,3.3102,0.3166,0
78.0,35.95,21.62,3.3095,0.3389,0
79.0,36.65,21.66,3.2923,0.3254,0
80.0,36.0,21.7,3.322,0.3462,0
81.0,35.84,21.74,3.3055,0.3469,0
82.0,36.81,21.79,3.3119,0.3266,0
83.0,36.65,21.83,3.292,0.3379,0
84.0,36.09,21.87,3.3073,0.3285,0
85.0,36.08,21.91,3.2908,0.3196,0
86.0,36.9,21.95,3.2899,0.3166,0
87.0,36.27,21.99,3.3178,0.3316,0
88.0,36.38,22.03,3.2864,0.33,0
89.0,37.16,22.07,3.3012,0.318,0
90.0,37.23,22.12,3.3028,0.3163,0
91.0,37.18,22.17,3.29,0.3262,0
92.0,36.44,22.2,3.3016,0.3283,0
93.0,37.46,22.25,3.3062,0.3389,0
94.0,37.19,22.29,3.2997,0.3213,0
95.0,36.78,22.33,3.2929,0.3302,0
96.0,37.35,22.38,3.309,0.3127,0
97.0,38.11,22.43,3.3215,0.3178,0
98.0,38.24,22.48,3.3013,0.33,0
99.0,37.55,22.52,3.2953,0.3053,0
100.0,38.05,22.57,3.3125,0.3296,0
101.0,37.74,22.62,3.3002,0.3382,0
102.0,38.66,22.67,3.3019,0.3207,0
103.0,38.15,22.72,3.3028,0.3315,0
104.0,38.47,22.77,3.3111,0.3299,0
105.0,38.45,22.82,3.2822,0.3457,0
106.0,37.74,22.86,3.2826,0.328,0
107.0,39.29,22.92,3.3012,0.3092,0
108.0,38.05,22.96,3.2786,0.3442,0
109.0,38.85,23.01,3.3055,0.3283,0
110.0,38.04,23.05,3.3078,0.3258,0
111.0,38.67,23.1,3.2885,0.319,0
