Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,27.96,15.34,3.3015,0.3774,0
1.0,27.68,15.34,3.29,0.3716,0
2.0,29.05,15.36,3.2975,0.3652,0
3.0,28.97,15.37,3.2869,0.3693,0
4.0,27.88,15.37,3.3089,0.3727,0
5.0,29.16,15.39,3.2734,0.3729,0
6.0,28.28,15.39,3.287,0.3784,0
7.0,28.88,15.4,3.2982,0.3894,0
8.0,27.77,15.4,3.2943,0.3663,0
9.0,28.69,15.41,3.2695,0.3841,0
10.0,27.38,15.4,3.2756,0.3651,0
11.0,26.64,15.38,3.2891,0.36,0
12.0,30.09,15.41,3.2931,0.3748,0
13.0,28.8,15.42,3.2803,0.3506,0
14.0,29.18,15.44,3.3149,0.3638,0
15.0,29.87,15.46,3.2725,0.3506,0
16.0,30.09,15.49,3.2852,0.3607,0
17.0,30.25,15.52,3.301,0.3605,0
18.0,29.09,15.53,3.2872,0.363,0
19.0,29.29,15.55,3.2821,0.3704,0
20.0,29.23,15.56,3.2938,0.3376,0
21.0,31.06,15.6,3.2767,0.3524,0
22.0,30.65,15.64,3.2822,0.376,0
23.0,29.92,15.66,3.2737,0.3638,0
24.0,29.91,15.68,3.2878,0.3748,0
25.0,30.72,15.72,3.2851,0.3534,0
26.0,31.59,15.76,3.2894,0.3679,0
27.0,28.68,15.76,3.2894,0.3619,0
28.0,30.69,15.79,3.2825,0.3629,0
29.0,31.27,15.83,3.2886,0.3594,0
30.0,31.36,15.87,3.2823,0.3635,0
31.0,31.07,15.9,3.2922,0.3699,0
32.0,31.94,15.95,3.2923,0.3731,0
33.0,31.29,15.98,3.2738,0.3578,0
34.0,31.17,16.02,3.2816,0.3687,0
35.0,29.85,16.03,3.2916,0.3664,0
36.0,32.11,16.07,3.2946,0.38,0
37.0,31.07,16.1,3.2944,0.3688,0
38.0,31.94,16.14,3.2912,0.3799,0
39.0,32.15,16.19,3.3021,0.3576,0
40.0,32.5,16.23,3.2813,0.3544,0
41.0,32.82,16.28,3.2873,0.3581,0
42.0,32.77,16.33,3.301,0.3557,0
43.0,31.65,16.36,3.2894,0.3594,0
44.0,31.83,16.4,3.2836,0.3712,0
45.0,31.95,16.43,3.2954,0.365,0
46.0,31.69,16.46,3.2897,0.3787,0
47.0,31.94,16.49,3.2913,0.3621,0
48.0,31.16,16.51,3.2893,0.358,0
49.0,33.3,16.56,3.2847,0.3744,0
50.0,32.61,16.6,3.2929,0.3585,0
51.0,32.51,16.64,3.2914,0.3611,0
52.0,31.87,16.66,3.2886,0.3586,0
53.0,33.15,16.71,3.2944,0.3664,0
54.0,31.65,16.73,3.3019,0.3526,0
55.0,33.59,16.78,3.2915,0.3683,0
56.0,33.02,16.82,3.2906,0.3613,0
57.0,32.35,16.85,3.2932,0.355,0
58.0,33.73,16.9,3.2882,0.3539,0
59.0,32.19,16.92,3.2706,0.3837,0
60.0,33.39,16.97,3.288,0.3563,0
61.0,33.67,17.01,3.2789,0.3707,0
62.0,33.09,17.05,3.2721,0.3505,0
63.0,33.61,17.09,3.2803,0.3564,0
64.0,33.23,17.13,3.2967,0.3671,0
65.0,34.16,17.17,3.2942,0.3684,0
66.0,34.0,17.22,3.29,0.3586,0
67.0,32.66,17.24,3.281,0.3817,0
68.0,33.33,17.28,3.2885,0.3548,0
69.0,35.25,17.34,3.2777,0.3766,0
70.0,34.2,17.38,3.2692,0.3517,0
71.0,35.11,17.44,3.3053,0.36,0
72.0,34.03,17.48,3.3048,0.3798,0
73.0,34.65,17.53,3.3026,0.3687,0
74.0,35.38,17.58,3.2848,0.3697,0
75.0,35.88,17.65,3.2862,0.3843,0
76.0,36.37,17.71,3.2805,0.366,0
77.0,34.26,17.75,3.2683,0.3723,0
78.0,34.45,17.79,3.2859,0.3824,0
79.0,34.21,17.82,3.2793,0.3557,0
80.0,35.44,17.87,3.2818,0.3616,0
81.0,34.77,17.91,3.2844,0.3632,0
82.0,35.85,17.97,3.2695,0.3472,0
83.0,33.86,17.99,3.2679,0.3659,0
84.0,36.21,18.05,3.2893,0.3652,0
85.0,35.86,18.1,3.2811,0.353,0
86.0,35.93,18.15,3.2738,0.3765,0
87.0,35.26,18.19,3.2862,0.3766,0
88.0,35.7,18.23,3.2579,0.3605,0
89.0,37.62,18.31,3.2802,0.3713,0
90.0,34.83,18.34,3.304,0.3644,0
91.0,36.04,18.38,3.2664,0.3636,0
92.0,36.03,18.43,3.291,0.3757,0
93.0,37.13,18.49,3.2776,0.3641,0
94.0,36.09,18.53,3.275,0.3657,0
95.0,36.06,18.58,3.298,0.3734,0
96.0,35.51,18.61,3.2924,0.3582,0
97.0,35.84,18.65,3.2701,0.3672,0
98.0,38.55,18.72,3.274,0.355,0
99.0,37.39,18.78,3.2985,0.3723,0
100.0,36.39,18.82,3.2713,0.3634,0
101.0,36.02,18.86,3.2835,0.3708,0
102.0,35.3,18.88,3.3059,0.3591,0
103.0,38.14,18.94,3.2817,0.3744,0
104.0,37.96,19.01,3.3096,0.3627,0
105.0,36.89,19.05,3.287,0.3749,0
