Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,26.57,14.84,3.2259,0.3671,0
1.0,27.18,14.85,3.1901,0.3901,0
2.0,26.76,14.85,3.2,0.3873,0
3.0,26.63,14.85,3.1943,0.3893,0
4.0,26.74,14.85,3.2097,0.3712,0
5.0,27.45,14.87,3.2145,0.3689,0
6.0,26.42,14.87,3.2255,0.3743,0
7.0,27.63,14.88,3.2339,0.3595,0
8.0,26.79,14.89,3.2154,0.367,0
9.0,26.27,14.88,3.2103,0.3718,0
10.0,27.09,14.89,3.2046,0.3812,0
11.0,27.31,14.9,3.2025,0.3668,0
12.0,28.09,14.93,3.2172,0.384,0
13.0,27.43,14.94,3.2255,0.3827,0
14.0,27.54,14.96,3.203,0.3817,0
15.0,27.45,14.97,3.1925,0.3691,0
16.0,26.95,14.97,3.2059,0.3675,0
17.0,28.46,15.0,3.2049,0.3827,0
18.0,28.44,15.03,3.2093,0.3929,0
19.0,27.74,15.05,3.2134,0.3732,0
20.0,27.53,15.06,3.2122,0.385,0
21.0,27.62,15.08,3.2181,0.3706,0
22.0,27.91,15.09,3.2023,0.3863,0
23.0,27.72,15.11,3.208,0.3905,0
24.0,27.34,15.12,3.2129,0.3789,0
25.0,27.88,15.13,3.2098,0.3677,0
26.0,28.31,15.16,3.2114,0.3774,0
27.0,28.55,15.19,3.2073,0.3788,0
28.0,28.48,15.21,3.2059,0.3916,0
29.0,28.36,15.23,3.1896,0.3852,0
30.0,29.18,15.27,3.2093,0.3683,0
31.0,28.51,15.3,3.2183,0.3914,0
32.0,28.72,15.32,3.2088,0.3742,0
33.0,28.5,15.35,3.2155,0.3852,0
34.0,28.83,15.37,3.2001,0.3761,0
35.0,28.8,15.4,3.2042,0.3775,0
36.0,28.8,15.43,3.1934,0.3756,0
37.0,29.46,15.46,3.2039,0.3836,0
38.0,29.21,15.5,3.2069,0.3704,0
39.0,29.42,15.53,3.2085,0.3834,0
40.0,28.68,15.55,3.2144,0.3758,0
