Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,23.86,15.88,3.2813,0.3751,0
1.0,23.9,15.88,3.2986,0.3827,0
2.0,24.57,15.89,3.2854,0.3575,0
3.0,23.84,15.89,3.2774,0.3656,0
4.0,24.3,15.9,3.2946,0.3846,0
5.0,26.14,15.93,3.2872,0.3597,0
6.0,23.02,15.92,3.272,0.3824,0
7.0,25.15,15.93,3.2901,0.3681,0
8.0,24.77,15.95,3.2825,0.3817,0
9.0,25.35,15.97,3.281,0.3841,0
10.0,25.29,15.99,3.2935,0.3638,0
11.0,23.91,15.99,3.2823,0.3655,0
12.0,25.37,16.01,3.2923,0.3535,0
13.0,25.91,16.03,3.2724,0.3663,0
14.0,25.43,16.06,3.2905,0.3664,0
15.0,25.43,16.08,3.2877,0.3829,0
16.0,25.03,16.09,3.2982,0.3682,0
17.0,27.13,16.13,3.2856,0.3701,0
18.0,24.38,16.14,3.307,0.374,0
19.0,25.56,16.16,3.2973,0.3641,0
20.0,24.83,16.17,3.2768,0.3692,0
21.0,24.66,16.17,3.3092,0.3815,0
22.0,25.58,16.19,3.2789,0.3611,0
23.0,25.13,16.21,3.2865,0.379,0
24.0,24.18,16.2,3.2746,0.3795,0
25.0,25.63,16.22,3.2838,0.3591,0
26.0,25.52,16.24,3.31,0.3632,0
27.0,27.86,16.3,3.2971,0.3671,0
28.0,27.21,16.34,3.2848,0.381,0
29.0,26.17,16.36,3.2798,0.3609,0
30.0,25.94,16.39,3.2884,0.3718,0
31.0,26.79,16.42,3.2715,0.376,0
32.0,27.26,16.46,3.278,0.3546,0
33.0,27.29,16.5,3.3106,0.3755,0
34.0,25.39,16.51,3.2884,0.3746,0
35.0,26.56,16.54,3.2775,0.3814,0
36.0,26.61,16.57,3.28,0.3676,0
37.0,27.9,16.61,3.277,0.3663,0
38.0,26.9,16.65,3.2676,0.3746,0
39.0,27.85,16.69,3.2858,0.349,0
40.0,27.05,16.72,3.2948,0.3967,0
41.0,25.75,16.73,3.2879,0.3907,0
42.0,27.01,16.77,3.3033,0.3714,0
43.0,26.42,16.79,3.2717,0.378,0
44.0,26.42,16.81,3.2828,0.3724,0
45.0,27.42,16.84,3.2984,0.3714,0
46.0,27.94,16.88,3.2939,0.3612,0
47.0,27.21,16.92,3.2819,0.3724,0
48.0,27.36,16.95,3.3024,0.3654,0
49.0,27.0,16.97,3.2905,0.3734,0
50.0,26.8,17.0,3.2837,0.3768,0
51.0,25.24,17.0,3.2792,0.3692,0
52.0,27.7,17.03,3.3004,0.3609,0
53.0,28.96,17.09,3.2884,0.363,0
54.0,27.45,17.12,3.276,0.3537,0
55.0,28.15,17.16,3.2792,0.3726,0
56.0,27.99,17.19,3.2948,0.3808,0
57.0,26.34,17.21,3.2809,0.3712,0
58.0,28.01,17.24,3.2985,0.3824,0
59.0,28.08,17.28,3.292,0.3793,0
60.0,27.78,17.31,3.2724,0.357,0
61.0,27.87,17.34,3.2884,0.3483,0
62.0,28.11,17.38,3.2879,0.3631,0
63.0,27.5,17.4,3.2808,0.3706,0
64.0,28.58,17.44,3.2875,0.3692,0
65.0,28.08,17.48,3.2886,0.3744,0
