Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,25.07,14.49,3.334,0.2452,0
1.0,25.23,14.49,3.3354,0.2163,0
2.0,25.68,14.51,3.3136,0.2355,0
3.0,25.84,14.53,3.324,0.2318,0
4.0,25.51,14.54,3.3219,0.2196,0
5.0,25.78,14.56,3.3139,0.2297,0
6.0,26.34,14.59,3.3218,0.2432,0
7.0,26.57,14.63,3.3473,0.261,0
8.0,26.0,14.65,3.3251,0.255,0
9.0,26.47,14.68,3.331,0.249,0
10.0,25.68,14.69,3.3024,0.2337,0
11.0,26.12,14.71,3.3329,0.2329,0
12.0,25.64,14.72,3.3343,0.2193,0
13.0,26.91,14.76,3.3446,0.2461,0
14.0,26.04,14.78,3.3376,0.2455,0
15.0,26.13,14.8,3.3372,0.2368,0
16.0,26.77,14.83,3.3347,0.2309,0
17.0,26.92,14.87,3.3306,0.2417,0
18.0,26.72,14.9,3.3376,0.2334,0
19.0,26.32,14.92,3.3462,0.2481,0
20.0,27.27,14.96,3.3327,0.2234,0
21.0,26.83,14.99,3.3243,0.2369,0
22.0,27.37,15.04,3.305,0.2438,0
23.0,26.85,15.07,3.3342,0.2432,0
24.0,27.58,15.11,3.3198,0.2492,0
25.0,27.2,15.15,3.3374,0.2216,0
26.0,27.96,15.2,3.3268,0.241,0
27.0,27.34,15.24,3.3501,0.2283,0
28.0,28.15,15.29,3.338,0.2253,0
29.0,27.19,15.32,3.3284,0.2379,0
30.0,27.91,15.36,3.3046,0.2328,0
31.0,27.8,15.4,3.3232,0.2457,0
32.0,28.0,15.45,3.3466,0.247,0
33.0,28.32,15.5,3.3241,0.2563,0
34.0,28.07,15.54,3.335,0.2299,0
35.0,28.63,15.6,3.3285,0.2394,0
36.0,27.77,15.63,3.3373,0.2369,0
37.0,28.43,15.67,3.3165,0.2585,0
38.0,28.55,15.72,3.3429,0.2387,0
39.0,28.43,15.76,3.3404,0.2518,0
40.0,29.18,15.82,3.3249,0.2474,0
41.0,28.83,15.87,3.3353,0.2239,0
42.0,28.52,15.91,3.3072,0.2573,0
43.0,28.31,15.94,3.3223,0.2338,0
44.0,29.06,15.99,3.3388,0.248,0
45.0,29.57,16.06,3.3379,0.2396,0
46.0,28.83,16.1,3.3351,0.2512,0
47.0,29.21,16.14,3.3219,0.2377,0
48.0,29.57,16.2,3.3251,0.2336,0
49.0,29.09,16.24,3.3323,0.2202,0
50.0,29.53,16.29,3.3297,0.2613,0
51.0,29.24,16.33,3.3318,0.2494,0
52.0,29.9,16.39,3.3214,0.2297,0
53.0,29.59,16.43,3.3384,0.2371,0
54.0,30.09,16.49,3.3319,0.2203,0
55.0,29.69,16.54,3.3063,0.2521,0
56.0,29.67,16.58,3.3231,0.2434,0
57.0,29.63,16.62,3.3287,0.2231,0
58.0,29.61,16.65,3.3268,0.2195,0
59.0,30.14,16.7,3.3397,0.2251,0
60.0,30.29,16.76,3.3258,0.2272,0
61.0,30.55,16.81,3.3212,0.2498,0
62.0,31.14,16.89,3.3323,0.2328,0
63.0,30.07,16.92,3.3293,0.2162,0
64.0,31.28,16.99,3.3369,0.2364,0
65.0,30.59,17.04,3.3285,0.231,0
66.0,30.18,17.08,3.3302,0.2525,0
67.0,29.9,17.1,3.3267,0.2354,0
68.0,31.29,17.16,3.3175,0.2389,0
69.0,30.82,17.21,3.3211,0.233,0
70.0,30.87,17.26,3.3183,0.2368,0
71.0,31.16,17.31,3.3383,0.2288,0
72.0,31.32,17.37,3.3233,0.2198,0
73.0,30.69,17.4,3.3404,0.2325,0
74.0,30.76,17.43,3.331,0.2436,0
75.0,30.99,17.47,3.3199,0.2375,0
76.0,32.3,17.55,3.32,0.2492,0
77.0,30.96,17.58,3.3188,0.2134,0
78.0,31.49,17.63,3.3477,0.2225,0
79.0,32.04,17.69,3.3173,0.2373,0
80.0,31.43,17.73,3.3356,0.2303,0
81.0,31.68,17.78,3.3226,0.2383,0
82.0,32.15,17.84,3.3324,0.2343,0
83.0,32.21,17.89,3.3135,0.2258,0
84.0,32.74,17.96,3.3337,0.2435,0
85.0,32.07,18.01,3.3333,0.2439,0
86.0,31.98,18.05,3.3369,0.2188,0
87.0,32.71,18.12,3.311,0.2465,0
88.0,31.67,18.14,3.3223,0.2319,0
89.0,32.63,18.2,3.323,0.2352,0
90.0,32.84,18.26,3.3345,0.232,0
91.0,32.99,18.32,3.3455,0.2357,0
92.0,32.72,18.37,3.3367,0.233,0
93.0,32.94,18.43,3.3391,0.2444,0
94.0,32.88,18.48,3.3347,0.2407,0
95.0,32.97,18.53,3.3362,0.2385,0
96.0,33.34,18.58,3.3334,0.2349,0
97.0,32.87,18.63,3.3219,0.2253,0
98.0,32.74,18.66,3.3288,0.2322,0
99.0,33.29,18.72,3.3363,0.2281,0
100.0,33.27,18.76,3.3406,0.2399,0
101.0,33.81,18.83,3.3191,0.2388,0
102.0,33.4,18.87,3.3328,0.2383,0
103.0,34.0,18.94,3.3422,0.2439,0
104.0,32.84,18.96,3.3182,0.2446,0
105.0,33.64,19.01,3.332,0.2507,0
106.0,33.8,19.06,3.3294,0.2452,0
107.0,33.25,19.09,3.3219,0.2401,0
108.0,33.26,19.12,3.3248,0.2502,0
109.0,34.7,19.2,3.3282,0.2316,0
110.0,33.19,19.22,3.328,0.2313,0
111.0,34.46,19.28,3.3376,0.2247,0
112.0,34.4,19.34,3.3224,0.231,0
113.0,33.96,19.38,3.3348,0.2149,0
114.0,34.5,19.43,3.3126,0.2512,0
115.0,34.32,19.48,3.3353,0.2216,0
116.0,34.8,19.54,3.3417,0.2234,0
117.0,34.65,19.59,3.3361,0.2467,0
118.0,35.27,19.66,3.3079,0.2225,0
119.0,34.28,19.69,3.3222,0.2401,0
120.0,34.89,19.74,3.3232,0.2204,0
121.0,34.99,19.79,3.3495,0.2308,0
122.0,34.44,19.83,3.3342,0.2403,0
123.0,35.4,19.89,3.3522,0.2433,0
124.0,35.26,19.94,3.328,0.2354,0
125.0,35.33,20.0,3.3246,0.218,0
126.0,35.73,20.06,3.3355,0.2302,0
127.0,34.93,20.09,3.3334,0.2419,0
128.0,35.06,20.13,3.3373,0.2391,0
129.0,35.31,20.18,3.3246,0.2496,0
130.0,35.81,20.23,3.3352,0.23,0
131.0,35.37,20.27,3.3425,0.2242,0
132.0,36.38,20.34,3.3357,0.2363,0
133.0,35.7,20.39,3.3319,0.242,0
134.0,35.54,20.43,3.3426,0.241,0
135.0,36.52,20.49,3.3285,0.2446,0
136.0,36.23,20.55,3.3298,0.2273,0
137.0,36.13,20.6,3.3419,0.2434,0
138.0,36.46,20.65,3.3406,0.2297,0
139.0,35.88,20.69,3.3427,0.2299,0
140.0,36.07,20.73,3.3394,0.2486,0
141.0,36.03,20.77,3.3241,0.2348,0
142.0,36.16,20.81,3.307,0.2396,0
143.0,36.66,20.86,3.335,0.2253,0
144.0,36.53,20.91,3.3095,0.2487,0
145.0,37.87,20.99,3.3376,0.2456,0
146.0,36.8,21.04,3.331,0.247,0
147.0,36.76,21.09,3.3322,0.2124,0
148.0,36.9,21.13,3.3278,0.2461,0
149.0,36.98,21.18,3.333,0.2406,0
150.0,37.07,21.23,3.3323,0.2647,0
151.0,37.09,21.28,3.3198,0.2529,0
152.0,37.13,21.32,3.3193,0.2443,0
153.0,37.47,21.37,3.3322,0.2483,0
154.0,37.56,21.43,3.3142,0.2322,0
155.0,37.55,21.48,3.3281,0.2445,0
156.0,37.55,21.53,3.3372,0.2521,0
157.0,38.02,21.59,3.3331,0.2208,0
158.0,38.07,21.65,3.3318,0.2364,0
159.0,37.39,21.68,3.3168,0.2203,0
160.0,37.97,21.74,3.3462,0.2419,0
161.0,37.75,21.78,3.3453,0.2444,0
162.0,38.56,21.84,3.3515,0.2409,0
163.0,38.13,21.89,3.3294,0.2249,0
164.0,38.34,21.94,3.3255,0.2478,0
165.0,38.43,22.0,3.3328,0.238,0
166.0,37.71,22.03,3.3406,0.2278,0
167.0,38.57,22.08,3.3391,0.231,0
168.0,38.44,22.13,3.3485,0.2404,0
169.0,38.85,22.19,3.3279,0.2369,0
170.0,38.72,22.24,3.3373,0.2306,0
171.0,38.82,22.29,3.3392,0.2642,0
172.0,38.45,22.33,3.3255,0.2361,0
173.0,38.64,22.37,3.3071,0.2421,0
174.0,39.16,22.42,3.3311,0.2257,0
175.0,39.11,22.48,3.3139,0.2425,0
176.0,39.25,22.53,3.3371,0.2288,0
177.0,38.58,22.56,3.319,0.2523,0
178.0,39.43,22.61,3.3278,0.2328,0
179.0,39.67,22.67,3.3425,0.2254,0
180.0,39.15,22.71,3.3324,0.2486,0
181.0,39.72,22.77,3.3197,0.2341,0
182.0,40.08,22.84,3.3233,0.2441,0
183.0,39.91,22.89,3.331,0.2153,0
184.0,39.61,22.94,3.3288,0.2412,0
185.0,39.88,22.99,3.3357,0.2518,0
186.0,39.75,23.03,3.3343,0.2425,0
187.0,39.59,23.07,3.3325,0.2308,0
188.0,40.26,23.13,3.3283,0.2438,0
189.0,40.49,23.19,3.3217,0.2341,0
190.0,40.87,23.25,3.3391,0.2126,0
191.0,40.62,23.31,3.3087,0.2285,0
192.0,40.66,23.37,3.3108,0.239,0
193.0,40.42,23.42,3.3213,0.2345,0
194.0,40.61,23.47,3.3184,0.2416,0
195.0,40.82,23.52,3.3438,0.2525,0
196.0,40.72,23.57,3.3332,0.2515,0
197.0,40.64,23.61,3.3258,0.2397,0
198.0,41.0,23.67,3.333,0.2394,0
199.0,41.61,23.73,3.315,0.2271,0
200.0,40.82,23.78,3.3404,0.2391,0
201.0,41.14,23.83,3.3463,0.2378,0
202.0,41.51,23.88,3.3295,0.2376,0
203.0,41.86,23.95,3.344,0.2397,0
204.0,41.28,24.0,3.3351,0.2262,0
205.0,41.65,24.05,3.3121,0.2277,0
206.0,41.9,24.11,3.3389,0.2269,0
207.0,42.02,24.17,3.3238,0.2259,0
208.0,42.01,24.23,3.3337,0.2447,0
209.0,41.33,24.26,3.3287,0.2447,0
210.0,41.74,24.31,3.331,0.2423,0
211.0,41.76,24.35,3.3235,0.2489,0
212.0,41.7,24.39,3.3171,0.2206,0
213.0,41.99,24.44,3.3475,0.2343,0
214.0,42.12,24.49,3.313,0.2477,0
215.0,41.74,24.52,3.3444,0.241,0
216.0,41.88,24.56,3.337,0.2425,0
217.0,42.44,24.61,3.3233,0.2277,0
218.0,42.68,24.67,3.3586,0.2332,0
219.0,42.76,24.72,3.3189,0.2338,0
220.0,42.67,24.78,3.3244,0.2267,0
221.0,42.12,24.81,3.325,0.235,0
222.0,42.23,24.84,3.3307,0.2471,0
223.0,42.41,24.88,3.3319,0.2488,0
224.0,42.7,24.93,3.3283,0.2381,0
225.0,42.82,24.97,3.337,0.2407,0
226.0,42.47,25.01,3.3562,0.2333,0
227.0,42.77,25.05,3.3458,0.2241,0
228.0,42.97,25.1,3.331,0.2342,0
229.0,43.37,25.15,3.3266,0.2394,0
230.0,43.27,25.2,3.3242,0.2476,0
231.0,43.55,25.26,3.3383,0.237,0
232.0,43.33,25.3,3.3207,0.2302,0
233.0,43.66,25.36,3.3251,0.2309,0
234.0,43.52,25.4,3.3178,0.2432,0
235.0,43.98,25.46,3.3485,0.2348,0
236.0,43.67,25.51,3.318,0.2549,0
237.0,43.79,25.56,3.315,0.2363,0
238.0,44.64,25.63,3.3243,0.2397,0
239.0,44.56,25.7,3.3355,0.2345,0
240.0,44.72,25.76,3.3263,0.2113,0
241.0,44.63,25.83,3.3358,0.2477,0
242.0,44.46,25.88,3.325,0.2256,0
243.0,44.45,25.93,3.3165,0.2337,0
244.0,44.26,25.97,3.3358,0.2482,0
245.0,44.66,26.03,3.3224,0.2401,0
246.0,44.83,26.08,3.3391,0.241,0
247.0,44.84,26.14,3.3192,0.2474,0
248.0,45.06,26.19,3.3292,0.2475,0
249.0,44.86,26.24,3.3359,0.2379,0
250.0,45.51,26.31,3.3419,0.242,0
251.0,44.93,26.35,3.3388,0.2362,0
252.0,44.42,26.38,3.3273,0.2447,0
253.0,45.41,26.44,3.3349,0.2309,0
254.0,44.4,26.46,3.323,0.2335,0
255.0,45.31,26.51,3.323,0.2375,0
256.0,45.57,26.57,3.3303,0.2523,0
257.0,44.69,26.6,3.3441,0.2414,0
258.0,45.42,26.64,3.3212,0.2459,0
259.0,45.57,26.69,3.3081,0.2069,0
260.0,45.7,26.74,3.3323,0.2448,0
261.0,45.23,26.78,3.3351,0.2256,0
262.0,45.63,26.82,3.3256,0.2378,0
263.0,45.75,26.87,3.3029,0.2443,0
264.0,45.5,26.91,3.3209,0.2482,0
265.0,45.83,26.95,3.3236,0.2301,0
266.0,46.33,27.01,3.3131,0.231,0
267.0,46.37,27.07,3.3171,0.2324,0
268.0,46.57,27.13,3.3185,0.233,0
269.0,46.48,27.18,3.3313,0.2382,0
270.0,46.74,27.24,3.3383,0.2613,0
271.0,45.99,27.28,3.3331,0.2153,0
272.0,46.67,27.33,3.3132,0.2395,0
273.0,46.49,27.37,3.3465,0.2403,0
274.0,46.69,27.42,3.3435,0.2337,0
275.0,47.22,27.49,3.3233,0.2318,0
276.0,47.34,27.55,3.3294,0.2469,0
277.0,46.95,27.6,3.3381,0.2518,0
278.0,46.97,27.64,3.3152,0.241,0
279.0,46.99,27.69,3.3412,0.2257,0
280.0,47.43,27.75,3.3333,0.2316,0
281.0,47.06,27.79,3.3293,0.2222,0
282.0,47.67,27.85,3.3208,0.2278,0
283.0,47.38,27.9,3.3349,0.2292,0
284.0,47.68,27.95,3.3229,0.239,0
285.0,47.87,28.01,3.3305,0.2521,0
286.0,47.39,28.05,3.326,0.2379,0
287.0,47.71,28.1,3.3274,0.2325,0
288.0,47.11,28.13,3.3191,0.2492,0
289.0,47.49,28.17,3.3466,0.2385,0
290.0,47.69,28.21,3.3382,0.232,0
291.0,48.24,28.26,3.3297,0.24,0
292.0,47.82,28.31,3.3353,0.2292,0
293.0,47.68,28.34,3.3303,0.2549,0
294.0,47.66,28.38,3.3373,0.2314,0
295.0,48.57,28.43,3.333,0.2293,0
296.0,47.99,28.47,3.3241,0.2158,0
297.0,47.84,28.51,3.3341,0.2365,0
298.0,48.75,28.57,3.335,0.2461,0
299.0,48.98,28.63,3.3264,0.2215,0
300.0,48.41,28.67,3.3095,0.233,0
301.0,49.0,28.73,3.3224,0.219,0
302.0,48.68,28.77,3.3498,0.2488,0
303.0,48.69,28.82,3.3248,0.2433,0
304.0,49.29,28.88,3.3316,0.2556,0
305.0,49.2,28.93,3.3271,0.2398,0
306.0,48.72,28.97,3.345,0.2327,0
307.0,49.44,29.03,3.3405,0.2365,0
308.0,49.16,29.08,3.3335,0.2511,0
309.0,49.61,29.13,3.3355,0.2546,0
310.0,49.5,29.18,3.3366,0.2477,0
311.0,49.36,29.23,3.322,0.2425,0
312.0,49.45,29.28,3.3257,0.2615,0
313.0,49.87,29.33,3.3379,0.2423,0
314.0,49.9,29.39,3.3291,0.2331,0
315.0,49.34,29.42,3.3203,0.2414,0
316.0,49.97,29.47,3.3318,0.2385,0
317.0,50.34,29.54,3.335,0.238,0
318.0,50.16,29.59,3.3257,0.2433,0
319.0,50.38,29.65,3.3364,0.2322,0
320.0,50.08,29.69,3.3294,0.2501,0
321.0,50.21,29.74,3.3344,0.2413,0
322.0,50.12,29.78,3.3441,0.231,0
323.0,50.66,29.84,3.3265,0.2525,0
324.0,50.96,29.9,3.3256,0.2314,0
325.0,51.45,29.97,3.3274,0.2606,0
326.0,50.55,30.02,3.3164,0.2363,0
327.0,50.74,30.07,3.3442,0.2302,0
328.0,51.14,30.12,3.3394,0.2445,0
329.0,51.53,30.19,3.3459,0.236,0
