Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,25.25,14.11,3.3684,0.2542,0
1.0,25.75,14.12,3.3388,0.2536,0
2.0,25.55,14.13,3.342,0.2593,0
3.0,25.35,14.13,3.3451,0.2639,0
4.0,26.1,14.15,3.3622,0.2511,0
5.0,25.37,14.15,3.3552,0.2473,0
6.0,25.92,14.17,3.3595,0.2763,0
7.0,24.96,14.16,3.3348,0.2499,0
8.0,25.84,14.17,3.3412,0.2498,0
9.0,25.43,14.17,3.3782,0.2626,0
10.0,25.43,14.17,3.3315,0.2516,0
11.0,26.13,14.2,3.353,0.2541,0
12.0,25.97,14.21,3.3419,0.2596,0
13.0,27.51,14.27,3.3422,0.2623,0
14.0,26.17,14.28,3.3569,0.2509,0
15.0,27.03,14.32,3.3446,0.2445,0
16.0,25.92,14.33,3.3363,0.2562,0
17.0,27.62,14.39,3.3315,0.2409,0
18.0,26.96,14.42,3.3373,0.255,0
19.0,27.23,14.46,3.3577,0.2456,0
20.0,27.68,14.51,3.3394,0.2607,0
21.0,27.66,14.55,3.3521,0.266,0
22.0,27.59,14.6,3.34,0.2546,0
23.0,26.85,14.62,3.3317,0.2521,0
24.0,26.92,14.64,3.3454,0.262,0
25.0,27.58,14.68,3.3522,0.2535,0
26.0,26.99,14.7,3.3586,0.2548,0
27.0,27.87,14.75,3.3302,0.25,0
28.0,27.96,14.79,3.353,0.2488,0
29.0,28.08,14.84,3.3446,0.2601,0
30.0,27.76,14.87,3.3417,0.2545,0
31.0,27.26,14.89,3.3331,0.2428,0
32.0,27.25,14.91,3.3437,0.2641,0
33.0,27.65,14.94,3.3429,0.257,0
34.0,28.1,14.98,3.3496,0.2597,0
35.0,28.07,15.02,3.3547,0.2762,0
36.0,27.62,15.04,3.3512,0.2571,0
37.0,28.02,15.07,3.3539,0.2602,0
38.0,28.76,15.12,3.3379,0.2543,0
39.0,28.65,15.17,3.331,0.2575,0
40.0,29.08,15.23,3.3457,0.2463,0
41.0,28.89,15.27,3.3604,0.2564,0
42.0,29.94,15.35,3.3313,0.2543,0
43.0,29.4,15.41,3.3381,0.2676,0
44.0,29.43,15.46,3.3413,0.2551,0
45.0,29.26,15.51,3.35,0.2546,0
46.0,29.8,15.57,3.3411,0.2594,0
47.0,30.03,15.63,3.3384,0.236,0
48.0,29.14,15.67,3.3423,0.2451,0
49.0,30.01,15.73,3.3703,0.2723,0
50.0,30.09,15.79,3.3424,0.2446,0
51.0,29.41,15.82,3.3651,0.2369,0
52.0,30.06,15.88,3.3339,0.2464,0
53.0,30.31,15.94,3.3416,0.2612,0
54.0,29.92,15.98,3.3567,0.2753,0
55.0,30.33,16.03,3.3516,0.252,0
56.0,30.29,16.08,3.3196,0.2535,0
57.0,30.49,16.14,3.3422,0.2681,0
58.0,30.95,16.2,3.3367,0.2656,0
59.0,31.35,16.27,3.3468,0.2427,0
60.0,30.27,16.31,3.3345,0.2677,0
61.0,30.02,16.34,3.3354,0.2492,0
62.0,31.39,16.41,3.3281,0.2337,0
63.0,31.07,16.47,3.3499,0.2454,0
64.0,30.64,16.51,3.3411,0.246,0
65.0,30.9,16.55,3.3401,0.2673,0
66.0,31.55,16.61,3.3669,0.2471,0
67.0,31.7,16.68,3.3533,0.2361,0
68.0,31.11,16.72,3.3482,0.249,0
69.0,32.41,16.8,3.3584,0.2624,0
70.0,31.39,16.84,3.3599,0.2444,0
71.0,31.75,16.9,3.3399,0.2553,0
72.0,31.16,16.93,3.3331,0.2608,0
73.0,31.82,16.99,3.3482,0.2585,0
74.0,31.69,17.03,3.3402,0.256,0
75.0,32.39,17.1,3.3417,0.2481,0
76.0,31.05,17.12,3.3515,0.2648,0
77.0,32.67,17.19,3.3443,0.239,0
78.0,32.54,17.25,3.3555,0.2568,0
79.0,33.67,17.33,3.3568,0.269,0
80.0,32.12,17.38,3.3559,0.2578,0
81.0,31.76,17.41,3.3473,0.2536,0
82.0,31.79,17.44,3.3495,0.2573,0
83.0,32.06,17.48,3.3415,0.2591,0
84.0,32.69,17.53,3.3492,0.2395,0
85.0,32.66,17.58,3.3494,0.268,0
86.0,33.42,17.64,3.3375,0.2514,0
87.0,33.08,17.7,3.3382,0.2647,0
88.0,33.23,17.75,3.3404,0.2483,0
89.0,33.31,17.81,3.359,0.2487,0
90.0,33.66,17.87,3.3402,0.2621,0
91.0,33.16,17.92,3.351,0.2576,0
92.0,33.33,17.97,3.3407,0.2541,0
93.0,33.96,18.03,3.3465,0.2619,0
94.0,33.76,18.09,3.3457,0.254,0
95.0,33.99,18.15,3.3395,0.2599,0
96.0,33.5,18.19,3.346,0.2596,0
97.0,34.24,18.25,3.3425,0.2521,0
98.0,34.86,18.33,3.3427,0.242,0
99.0,34.41,18.39,3.3367,0.263,0
100.0,33.69,18.43,3.3519,0.261,0
101.0,35.05,18.5,3.3517,0.2554,0
102.0,34.88,18.57,3.3391,0.262,0
103.0,34.99,18.63,3.3273,0.2511,0
104.0,33.48,18.65,3.3595,0.262,0
105.0,34.73,18.71,3.3391,0.2496,0
106.0,34.83,18.76,3.3397,0.2522,0
107.0,35.22,18.83,3.3405,0.2567,0
108.0,34.87,18.88,3.342,0.2633,0
109.0,34.42,18.91,3.354,0.262,0
110.0,35.02,18.97,3.3551,0.2619,0
111.0,35.72,19.03,3.355,0.2552,0
112.0,35.95,19.1,3.3616,0.2654,0
113.0,35.21,19.15,3.3355,0.2525,0
114.0,35.37,19.2,3.3597,0.252,0
115.0,35.09,19.24,3.3586,0.2561,0
116.0,35.03,19.28,3.3497,0.2752,0
117.0,35.27,19.32,3.3319,0.2634,0
118.0,36.17,19.38,3.3525,0.2483,0
119.0,35.71,19.43,3.3545,0.2394,0
120.0,35.77,19.48,3.3287,0.239,0
121.0,35.83,19.53,3.3452,0.252,0
122.0,35.39,19.56,3.3409,0.2491,0
123.0,37.44,19.65,3.335,0.2474,0
124.0,36.97,19.72,3.3394,0.2449,0
125.0,36.7,19.78,3.3463,0.2658,0
126.0,37.63,19.87,3.349,0.2515,0
127.0,36.92,19.93,3.3474,0.2503,0
128.0,37.41,20.0,3.3429,0.2542,0
129.0,35.77,20.02,3.369,0.2578,0
130.0,37.27,20.08,3.3424,0.2543,0
131.0,37.33,20.15,3.3515,0.2585,0
132.0,36.44,20.18,3.3308,0.25,0
133.0,37.98,20.26,3.3614,0.2679,0
134.0,37.81,20.32,3.3474,0.2657,0
135.0,37.25,20.37,3.3414,0.2509,0
136.0,38.2,20.44,3.3516,0.2341,0
137.0,38.03,20.51,3.3438,0.2402,0
138.0,37.27,20.55,3.3381,0.2545,0
139.0,38.41,20.62,3.3532,0.2494,0
140.0,38.51,20.69,3.3525,0.2587,0
