Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,27.68,19.61,3.2215,0.244,0
1.0,26.35,19.57,3.2025,0.2503,0
2.0,27.47,19.56,3.2129,0.2581,0
3.0,27.57,19.56,3.2073,0.2408,0
4.0,27.39,19.55,3.2206,0.2471,0
5.0,26.98,19.53,3.1971,0.2408,0
6.0,27.67,19.54,3.2069,0.2536,0
7.0,27.4,19.53,3.1987,0.2308,0
8.0,28.28,19.55,3.1925,0.2377,0
9.0,26.98,19.53,3.2113,0.2266,0
10.0,27.97,19.55,3.2185,0.2546,0
11.0,27.61,19.55,3.2062,0.2422,0
12.0,27.09,19.53,3.1968,0.2436,0
13.0,28.47,19.56,3.2001,0.2583,0
14.0,27.92,19.57,3.1931,0.2516,0
15.0,28.33,19.59,3.1886,0.2661,0
16.0,29.67,19.66,3.2001,0.26,0
17.0,30.36,19.74,3.19,0.2411,0
18.0,27.8,19.74,3.2001,0.2417,0
19.0,28.94,19.77,3.2056,0.2449,0
20.0,29.13,19.81,3.1932,0.2366,0
21.0,28.63,19.84,3.202,0.2494,0
22.0,29.14,19.87,3.2084,0.2374,0
23.0,28.8,19.9,3.216,0.2397,0
24.0,29.21,19.94,3.1907,0.226,0
25.0,30.49,20.01,3.1966,0.2414,0
26.0,28.76,20.03,3.199,0.25,0
27.0,29.65,20.08,3.2063,0.2412,0
28.0,29.75,20.12,3.2056,0.2496,0
29.0,28.93,20.14,3.2069,0.2466,0
30.0,30.2,20.2,3.2155,0.2553,0
31.0,30.78,20.27,3.2059,0.2317,0
32.0,30.81,20.35,3.1983,0.248,0
33.0,30.23,20.4,3.215,0.2563,0
34.0,29.82,20.43,3.1964,0.2572,0
35.0,30.14,20.48,3.189,0.2534,0
36.0,29.8,20.51,3.2036,0.2518,0
37.0,29.36,20.52,3.2084,0.2298,0
38.0,31.35,20.6,3.2171,0.2505,0
39.0,29.39,20.62,3.2168,0.2292,0
40.0,29.7,20.64,3.2076,0.2387,0
41.0,30.92,20.7,3.216,0.2374,0
42.0,30.83,20.75,3.2024,0.2314,0
43.0,31.16,20.82,3.1924,0.2326,0
44.0,30.71,20.86,3.2037,0.2401,0
45.0,30.65,20.91,3.1964,0.2513,0
46.0,30.46,20.94,3.1975,0.2275,0
47.0,30.59,20.98,3.2144,0.2398,0
48.0,29.53,20.98,3.1854,0.2529,0
49.0,31.22,21.04,3.2104,0.2455,0
50.0,31.38,21.09,3.2186,0.2473,0
51.0,31.12,21.14,3.2032,0.2481,0
52.0,31.91,21.21,3.2048,0.243,0
53.0,31.9,21.28,3.1955,0.2516,0
54.0,32.12,21.35,3.2149,0.2408,0
55.0,32.46,21.43,3.2121,0.2482,0
56.0,32.51,21.51,3.1969,0.2422,0
57.0,31.38,21.55,3.1991,0.2429,0
58.0,31.65,21.6,3.2295,0.2323,0
59.0,32.84,21.68,3.2028,0.257,0
60.0,33.29,21.77,3.2271,0.2423,0
61.0,32.48,21.83,3.2167,0.2468,0
62.0,33.66,21.93,3.1701,0.2393,0
63.0,33.71,22.03,3.1859,0.245,0
64.0,33.03,22.1,3.2114,0.2315,0
65.0,33.34,22.17,3.1953,0.2525,0
66.0,33.54,22.25,3.1955,0.252,0
67.0,32.26,22.29,3.2102,0.236,0
68.0,32.31,22.32,3.2084,0.2472,0
69.0,33.47,22.4,3.2157,0.2647,0
70.0,33.7,22.47,3.1967,0.249,0
71.0,33.03,22.52,3.2056,0.2366,0
72.0,34.09,22.6,3.2093,0.2733,0
73.0,34.81,22.71,3.2089,0.2311,0
74.0,33.31,22.76,3.2116,0.2342,0
75.0,34.45,22.84,3.2218,0.2413,0
76.0,32.68,22.87,3.2008,0.2449,0
77.0,34.53,22.95,3.2053,0.243,0
78.0,34.6,23.03,3.2166,0.2383,0
79.0,34.63,23.11,3.1938,0.2364,0
80.0,35.0,23.2,3.2083,0.2419,0
81.0,34.5,23.26,3.206,0.2411,0
82.0,34.36,23.32,3.2143,0.242,0
83.0,35.26,23.41,3.188,0.2278,0
84.0,34.97,23.48,3.1975,0.2331,0
85.0,34.96,23.55,3.2084,0.2547,0
86.0,35.6,23.64,3.2012,0.2464,0
87.0,33.63,23.66,3.1974,0.2548,0
88.0,34.97,23.73,3.211,0.2539,0
89.0,35.0,23.79,3.1852,0.2445,0
90.0,34.84,23.84,3.1958,0.2341,0
91.0,36.53,23.95,3.1986,0.2514,0
92.0,37.31,24.07,3.2102,0.2332,0
93.0,34.96,24.12,3.2081,0.2461,0
94.0,36.13,24.2,3.1959,0.2527,0
95.0,37.13,24.31,3.1897,0.2326,0
96.0,37.08,24.41,3.194,0.2456,0
97.0,37.79,24.53,3.2064,0.248,0
98.0,36.69,24.62,3.2012,0.239,0
99.0,36.42,24.69,3.1962,0.2379,0
100.0,36.69,24.76,3.2049,0.2363,0
101.0,37.43,24.86,3.1975,0.2367,0
102.0,36.6,24.92,3.2143,0.2477,0
103.0,37.46,25.01,3.2029,0.2458,0
104.0,37.95,25.11,3.208,0.2479,0
105.0,37.69,25.2,3.2088,0.247,0
106.0,38.49,25.31,3.2216,0.2571,0
107.0,38.59,25.42,3.2141,0.2434,0
108.0,38.01,25.51,3.2011,0.2305,0
109.0,37.78,25.59,3.2036,0.2213,0
110.0,38.01,25.66,3.2072,0.251,0
111.0,38.41,25.75,3.2051,0.252,0
112.0,39.09,25.86,3.2106,0.2389,0
113.0,37.52,25.91,3.2009,0.2428,0
114.0,38.63,26.0,3.2119,0.2606,0
115.0,37.85,26.06,3.21,0.2416,0
116.0,39.0,26.15,3.1844,0.243,0
117.0,38.23,26.21,3.1992,0.2536,0
118.0,37.51,26.25,3.2126,0.2521,0
119.0,38.65,26.32,3.1998,0.232,0
120.0,38.07,26.37,3.2127,0.2335,0
121.0,39.16,26.45,3.2064,0.2254,0
122.0,38.7,26.52,3.2208,0.2433,0
123.0,37.83,26.55,3.1897,0.2548,0
124.0,38.39,26.61,3.2062,0.2355,0
125.0,38.5,26.66,3.1912,0.2445,0
126.0,40.1,26.76,3.2109,0.2407,0
127.0,40.98,26.88,3.192,0.23,0
128.0,40.44,26.99,3.1948,0.2565,0
129.0,39.37,27.05,3.2316,0.2447,0
130.0,38.88,27.1,3.209,0.26,0
131.0,38.58,27.13,3.1952,0.2503,0
132.0,38.74,27.17,3.1877,0.2375,0
133.0,39.86,27.24,3.2257,0.2487,0
134.0,40.29,27.33,3.1855,0.2524,0
135.0,39.05,27.37,3.2262,0.259,0
136.0,40.43,27.45,3.2003,0.2515,0
137.0,40.26,27.52,3.2035,0.2448,0
138.0,39.93,27.58,3.2138,0.2468,0
139.0,40.7,27.66,3.2213,0.2454,0
140.0,40.86,27.75,3.2039,0.2481,0
141.0,40.15,27.8,3.209,0.2423,0
142.0,40.98,27.89,3.1979,0.2507,0
143.0,39.76,27.92,3.1915,0.2269,0
144.0,41.98,28.03,3.2154,0.2413,0
145.0,40.73,28.1,3.199,0.2522,0
146.0,40.3,28.14,3.1916,0.2379,0
147.0,41.28,28.22,3.2005,0.2583,0
148.0,41.65,28.31,3.1954,0.2331,0
149.0,39.88,28.33,3.2156,0.2539,0
150.0,41.39,28.4,3.192,0.2427,0
151.0,41.05,28.46,3.2116,0.2407,0
152.0,41.28,28.53,3.2303,0.2254,0
153.0,43.46,28.66,3.2023,0.232,0
154.0,41.76,28.73,3.2172,0.2405,0
155.0,42.46,28.82,3.2145,0.2595,0
156.0,42.32,28.9,3.1904,0.2342,0
157.0,42.9,29.0,3.2075,0.2555,0
158.0,42.29,29.07,3.2051,0.2179,0
159.0,42.66,29.15,3.1945,0.2414,0
160.0,42.88,29.24,3.193,0.2434,0
161.0,42.74,29.31,3.2141,0.2389,0
162.0,43.23,29.4,3.2018,0.2277,0
163.0,42.2,29.46,3.1949,0.241,0
164.0,43.47,29.55,3.1878,0.2371,0
165.0,43.1,29.63,3.2199,0.2452,0
166.0,43.08,29.7,3.1995,0.2395,0
167.0,42.78,29.76,3.1986,0.2334,0
168.0,42.59,29.81,3.1859,0.233,0
169.0,43.24,29.88,3.1832,0.2479,0
170.0,42.53,29.92,3.2037,0.2458,0
171.0,42.99,29.98,3.1933,0.238,0
172.0,43.65,30.05,3.197,0.2446,0
173.0,42.85,30.1,3.209,0.2464,0
174.0,44.36,30.19,3.2058,0.2521,0
175.0,43.43,30.25,3.1996,0.2351,0
176.0,43.69,30.32,3.1984,0.2379,0
177.0,44.87,30.42,3.2058,0.2403,0
178.0,45.29,30.53,3.2177,0.246,0
179.0,44.51,30.61,3.2138,0.2743,0
180.0,45.51,30.72,3.1875,0.241,0
181.0,44.68,30.79,3.1893,0.248,0
182.0,44.64,30.87,3.2184,0.2515,0
183.0,44.29,30.93,3.2094,0.2631,0
184.0,43.86,30.97,3.1975,0.2588,0
185.0,45.3,31.06,3.2142,0.2484,0
186.0,44.31,31.11,3.1912,0.247,0
187.0,45.7,31.2,3.1956,0.2404,0
188.0,45.86,31.3,3.1998,0.2325,0
189.0,45.52,31.38,3.2203,0.2368,0
190.0,45.89,31.46,3.1987,0.2352,0
191.0,46.32,31.56,3.2129,0.2592,0
192.0,45.16,31.62,3.2027,0.2456,0
193.0,45.2,31.68,3.1969,0.2482,0
194.0,46.13,31.76,3.2041,0.235,0
195.0,45.2,31.81,3.1931,0.2435,0
196.0,47.16,31.92,3.1946,0.2393,0
197.0,46.32,32.0,3.2033,0.2421,0
198.0,46.11,32.07,3.2008,0.2588,0
199.0,46.32,32.14,3.2055,0.2602,0
200.0,46.77,32.23,3.2083,0.2413,0
201.0,46.59,32.3,3.1947,0.2384,0
202.0,45.62,32.34,3.2103,0.2501,0
203.0,47.62,32.45,3.211,0.2524,0
204.0,47.41,32.54,3.204,0.2488,0
205.0,46.61,32.6,3.2039,0.241,0
206.0,46.77,32.67,3.2071,0.2513,0
207.0,46.97,32.74,3.1959,0.2542,0
208.0,46.58,32.79,3.2139,0.2544,0
209.0,46.3,32.83,3.203,0.2399,0
210.0,48.13,32.93,3.2099,0.2318,0
211.0,46.43,32.97,3.2085,0.2349,0
212.0,48.06,33.06,3.2266,0.2558,0
213.0,47.23,33.12,3.1953,0.2381,0
214.0,47.51,33.19,3.1875,0.2492,0
215.0,47.93,33.27,3.1824,0.2509,0
216.0,47.39,33.32,3.1951,0.2637,0
217.0,47.03,33.37,3.2055,0.2603,0
218.0,49.14,33.48,3.2135,0.2413,0
219.0,48.3,33.55,3.1892,0.2687,0
220.0,47.84,33.61,3.1979,0.2458,0
221.0,48.04,33.68,3.2326,0.2403,0
222.0,49.53,33.79,3.2082,0.2368,0
223.0,49.4,33.88,3.1967,0.2502,0
224.0,48.73,33.96,3.1932,0.2503,0
225.0,49.18,34.04,3.2018,0.2342,0
226.0,49.77,34.14,3.2127,0.2316,0
227.0,49.19,34.22,3.1915,0.241,0
228.0,48.79,34.28,3.1943,0.2495,0
229.0,49.47,34.37,3.205,0.2533,0
230.0,49.64,34.45,3.192,0.2352,0
231.0,48.72,34.5,3.2138,0.2464,0
232.0,49.2,34.56,3.2093,0.2341,0
233.0,50.38,34.66,3.2303,0.2451,0
234.0,49.19,34.72,3.1884,0.2451,0
235.0,49.95,34.79,3.1809,0.2401,0
236.0,50.33,34.88,3.2034,0.2548,0
237.0,50.79,34.98,3.1992,0.247,0
238.0,49.71,35.04,3.191,0.231,0
239.0,50.12,35.11,3.2027,0.2261,0
240.0,50.74,35.2,3.2084,0.233,0
241.0,51.11,35.29,3.2004,0.2593,0
