Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,21.86,12.8,3.2794,0.2415,0
1.0,20.69,12.76,3.3003,0.2657,0
2.0,21.8,12.76,3.2792,0.2584,0
3.0,21.47,12.75,3.271,0.261,0
4.0,21.05,12.72,3.2786,0.259,0
5.0,20.9,12.69,3.2596,0.2566,0
6.0,21.06,12.67,3.286,0.2484,0
7.0,23.25,12.73,3.2818,0.2387,0
8.0,21.56,12.72,3.2729,0.2502,0
9.0,20.17,12.66,3.2806,0.2499,0
10.0,22.82,12.7,3.2783,0.266,0
11.0,22.21,12.72,3.2991,0.25,0
12.0,22.14,12.74,3.2777,0.2608,0
13.0,22.14,12.75,3.2822,0.2285,0
14.0,21.86,12.75,3.2873,0.2418,0
15.0,21.48,12.74,3.2892,0.2481,0
16.0,22.86,12.78,3.2741,0.2334,0
17.0,22.97,12.82,3.2943,0.2598,0
18.0,22.43,12.84,3.2752,0.2501,0
19.0,22.7,12.87,3.2695,0.2457,0
20.0,21.71,12.86,3.272,0.2521,0
21.0,23.28,12.91,3.2993,0.2506,0
22.0,22.26,12.92,3.2636,0.259,0
23.0,22.66,12.94,3.2968,0.2534,0
24.0,22.96,12.97,3.2703,0.2397,0
25.0,22.39,12.98,3.2833,0.2445,0
26.0,22.61,13.0,3.2736,0.2351,0
27.0,23.01,13.03,3.2681,0.2587,0
28.0,22.43,13.04,3.2786,0.2561,0
29.0,22.09,13.04,3.2716,0.2497,0
30.0,23.44,13.08,3.285,0.2623,0
31.0,23.31,13.12,3.278,0.2467,0
32.0,23.6,13.17,3.3031,0.2632,0
33.0,24.51,13.24,3.2759,0.251,0
34.0,24.75,13.33,3.2806,0.2476,0
35.0,23.11,13.34,3.2843,0.2378,0
36.0,24.98,13.43,3.2845,0.2538,0
37.0,24.3,13.49,3.2963,0.244,0
38.0,23.94,13.53,3.2867,0.2494,0
39.0,22.59,13.52,3.2805,0.2607,0
40.0,23.53,13.54,3.278,0.2568,0
41.0,22.28,13.52,3.2743,0.2567,0
42.0,24.07,13.57,3.2755,0.2562,0
43.0,24.38,13.62,3.2739,0.2586,0
44.0,23.64,13.64,3.2712,0.2632,0
45.0,23.46,13.66,3.2713,0.2351,0
46.0,24.45,13.71,3.2976,0.2564,0
47.0,23.31,13.72,3.2785,0.2501,0
48.0,22.69,13.7,3.2886,0.253,0
