Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,30.37,17.95,3.205,0.3735,0
1.0,29.1,17.91,3.2189,0.3775,0
2.0,29.75,17.9,3.2101,0.3853,0
3.0,30.26,17.9,3.2213,0.3898,0
4.0,30.13,17.89,3.2307,0.3815,0
5.0,30.37,17.9,3.2147,0.352,0
6.0,29.9,17.89,3.2279,0.3782,0
7.0,30.27,17.89,3.2155,0.377,0
8.0,30.73,17.9,3.193,0.3843,0
9.0,29.66,17.88,3.214,0.3869,0
10.0,31.51,17.91,3.2187,0.393,0
11.0,30.0,17.91,3.227,0.377,0
12.0,30.43,17.91,3.2262,0.3905,0
13.0,30.88,17.92,3.1986,0.3948,0
14.0,30.79,17.94,3.2218,0.382,0
15.0,30.43,17.94,3.1956,0.3556,0
16.0,30.74,17.95,3.2188,0.3725,0
17.0,30.69,17.96,3.2017,0.3861,0
18.0,30.82,17.97,3.2115,0.3793,0
19.0,31.36,17.99,3.2009,0.3668,0
20.0,31.06,18.01,3.2036,0.3797,0
21.0,31.29,18.03,3.2043,0.3907,0
22.0,30.83,18.04,3.2179,0.3734,0
23.0,30.91,18.05,3.2043,0.3963,0
24.0,31.66,18.08,3.2075,0.3767,0
25.0,31.25,18.1,3.2066,0.3833,0
26.0,31.11,18.11,3.2069,0.3768,0
27.0,31.71,18.14,3.1945,0.3762,0
28.0,31.43,18.16,3.2073,0.3906,0
29.0,32.05,18.19,3.2193,0.409,0
30.0,31.61,18.21,3.2082,0.3584,0
31.0,31.95,18.24,3.2081,0.3874,0
32.0,31.99,18.27,3.2233,0.3787,0
33.0,32.06,18.31,3.2157,0.3748,0
34.0,32.26,18.34,3.2191,0.3811,0
35.0,31.6,18.36,3.2249,0.3944,0
36.0,32.26,18.39,3.2171,0.3786,0
37.0,32.65,18.43,3.2224,0.3869,0
38.0,32.67,18.47,3.2122,0.3684,0
39.0,32.08,18.49,3.2259,0.3965,0
40.0,33.25,18.55,3.2101,0.3656,0
41.0,32.25,18.57,3.205,0.3793,0
42.0,32.81,18.61,3.1968,0.3913,0
43.0,33.07,18.65,3.2054,0.3749,0
44.0,32.68,18.68,3.2027,0.3908,0
45.0,32.72,18.71,3.2032,0.3967,0
46.0,32.79,18.75,3.1985,0.3688,0
47.0,33.31,18.79,3.2181,0.3749,0
48.0,32.76,18.82,3.2227,0.3814,0
49.0,33.46,18.86,3.219,0.3961,0
50.0,33.34,18.9,3.2066,0.3837,0
51.0,33.21,18.94,3.2135,0.3876,0
52.0,33.82,18.99,3.2272,0.3921,0
53.0,33.78,19.03,3.2195,0.3615,0
54.0,33.6,19.07,3.2307,0.3797,0
55.0,33.89,19.12,3.2006,0.3812,0
56.0,33.22,19.15,3.2013,0.3771,0
57.0,34.19,19.2,3.207,0.3802,0
58.0,33.2,19.22,3.2069,0.3739,0
59.0,34.0,19.26,3.2143,0.3857,0
60.0,34.37,19.31,3.2046,0.3723,0
61.0,34.21,19.36,3.2147,0.3645,0
62.0,34.47,19.41,3.2062,0.3878,0
63.0,34.21,19.45,3.2075,0.3855,0
64.0,34.41,19.49,3.204,0.3868,0
65.0,34.42,19.53,3.2055,0.3821,0
66.0,34.4,19.57,3.2209,0.361,0
67.0,35.19,19.63,3.2085,0.3897,0
68.0,34.9,19.68,3.2023,0.3826,0
69.0,34.7,19.72,3.2083,0.3621,0
70.0,34.83,19.77,3.2096,0.4046,0
71.0,34.9,19.81,3.206,0.3945,0
72.0,34.85,19.85,3.2266,0.3698,0
