Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,28.47,17.06,3.3485,0.4069,0
1.0,28.21,17.06,3.3448,0.4088,0
2.0,27.67,17.05,3.3351,0.4026,0
3.0,27.55,17.04,3.3272,0.3916,0
4.0,28.3,17.04,3.3238,0.3855,0
5.0,28.47,17.04,3.3428,0.3949,0
6.0,28.5,17.04,3.321,0.4019,0
7.0,27.81,17.04,3.3359,0.3994,0
8.0,27.8,17.03,3.3532,0.3969,0
9.0,29.13,17.04,3.3339,0.3961,0
10.0,28.58,17.04,3.3594,0.3943,0
11.0,29.96,17.05,3.3479,0.4037,0
12.0,28.98,17.06,3.3423,0.3847,0
13.0,28.64,17.06,3.3451,0.3967,0
14.0,29.38,17.07,3.3477,0.4089,0
15.0,28.57,17.07,3.3465,0.401,0
16.0,30.57,17.09,3.3442,0.3844,0
17.0,29.53,17.09,3.3418,0.4161,0
18.0,29.11,17.1,3.3575,0.3978,0
19.0,28.97,17.1,3.3396,0.4001,0
20.0,28.7,17.1,3.333,0.3852,0
21.0,29.7,17.11,3.3379,0.3868,0
22.0,30.16,17.13,3.3692,0.3967,0
23.0,29.2,17.13,3.3445,0.3923,0
24.0,29.24,17.14,3.3411,0.4135,0
25.0,29.37,17.15,3.3468,0.391,0
26.0,29.44,17.15,3.3376,0.4129,0
27.0,29.09,17.16,3.34,0.3896,0
28.0,29.88,17.17,3.336,0.4098,0
29.0,29.57,17.18,3.3312,0.3825,0
30.0,29.36,17.18,3.3195,0.4156,0
31.0,29.99,17.19,3.3493,0.4026,0
32.0,29.7,17.2,3.332,0.3961,0
33.0,30.15,17.22,3.321,0.3907,0
34.0,29.96,17.23,3.3385,0.3907,0
35.0,30.96,17.25,3.3286,0.3994,0
36.0,30.74,17.26,3.3244,0.3868,0
37.0,30.09,17.27,3.341,0.3925,0
38.0,30.53,17.29,3.3367,0.421,0
39.0,29.6,17.3,3.3165,0.4018,0
40.0,30.69,17.31,3.3243,0.405,0
41.0,29.41,17.32,3.3383,0.4031,0
42.0,29.91,17.33,3.3527,0.3933,0
43.0,30.18,17.34,3.3407,0.3973,0
44.0,30.97,17.36,3.3352,0.4048,0
45.0,30.25,17.37,3.3396,0.4012,0
46.0,30.75,17.38,3.3326,0.4009,0
47.0,30.43,17.4,3.3336,0.3987,0
48.0,31.5,17.42,3.3465,0.3834,0
49.0,31.16,17.44,3.3404,0.3935,0
50.0,31.11,17.45,3.3397,0.4165,0
51.0,30.92,17.47,3.3591,0.3939,0
52.0,31.54,17.49,3.3269,0.4117,0
53.0,30.46,17.5,3.3348,0.4023,0
54.0,31.58,17.52,3.3221,0.4021,0
55.0,31.83,17.55,3.3402,0.386,0
56.0,30.42,17.56,3.3496,0.4099,0
57.0,31.96,17.58,3.3345,0.4026,0
58.0,31.17,17.6,3.3393,0.4025,0
59.0,31.34,17.62,3.358,0.3879,0
60.0,31.82,17.64,3.3399,0.393,0
61.0,31.25,17.65,3.3225,0.4205,0
62.0,31.15,17.67,3.3417,0.4117,0
63.0,32.41,17.7,3.347,0.3788,0
64.0,31.54,17.71,3.3415,0.3951,0
65.0,31.83,17.74,3.3398,0.3844,0
66.0,32.23,17.76,3.3409,0.39,0
67.0,31.53,17.78,3.3176,0.3873,0
68.0,31.34,17.79,3.3475,0.3862,0
69.0,32.41,17.82,3.3335,0.4007,0
70.0,32.53,17.84,3.3373,0.4047,0
71.0,30.93,17.85,3.361,0.4083,0
72.0,32.89,17.88,3.3456,0.4076,0
73.0,31.63,17.9,3.3392,0.4074,0
74.0,32.1,17.92,3.3551,0.386,0
75.0,31.94,17.94,3.3289,0.3782,0
76.0,32.56,17.96,3.3239,0.393,0
77.0,32.27,17.98,3.3454,0.3971,0
78.0,32.31,18.01,3.3417,0.4176,0
79.0,32.25,18.03,3.3388,0.3852,0
80.0,32.17,18.05,3.3426,0.4107,0
81.0,33.41,18.08,3.3361,0.4032,0
82.0,32.39,18.1,3.3328,0.3887,0
83.0,33.01,18.12,3.352,0.396,0
84.0,32.56,18.14,3.3427,0.3998,0
85.0,32.8,18.17,3.3522,0.3928,0
86.0,33.34,18.2,3.3432,0.3935,0
87.0,32.33,18.22,3.3256,0.4018,0
88.0,33.17,18.24,3.3445,0.3881,0
89.0,32.97,18.26,3.351,0.3858,0
90.0,32.45,18.28,3.3624,0.406,0
91.0,32.1,18.3,3.3245,0.406,0
92.0,33.14,18.32,3.3442,0.4021,0
93.0,33.38,18.35,3.3523,0.3867,0
94.0,33.96,18.38,3.3382,0.3962,0
95.0,33.67,18.41,3.3445,0.3933,0
96.0,33.48,18.44,3.3289,0.3981,0
97.0,33.03,18.46,3.3293,0.3893,0
98.0,34.27,18.49,3.3495,0.3936,0
99.0,34.0,18.52,3.3321,0.3942,0
100.0,33.61,18.55,3.3453,0.4027,0
101.0,34.19,18.58,3.3483,0.4085,0
102.0,33.23,18.6,3.3518,0.383,0
103.0,34.25,18.63,3.3404,0.3809,0
104.0,33.96,18.66,3.3337,0.3807,0
105.0,34.69,18.69,3.3503,0.3857,0
106.0,34.66,18.72,3.3528,0.4007,0
107.0,33.91,18.75,3.3521,0.3867,0
108.0,34.15,18.78,3.3457,0.3966,0
109.0,34.19,18.8,3.3558,0.3907,0
110.0,34.25,18.83,3.3355,0.3943,0
111.0,34.28,18.86,3.3282,0.3958,0
112.0,34.84,18.89,3.3424,0.406,0
113.0,34.26,18.92,3.3532,0.404,0
114.0,34.75,18.95,3.3348,0.3891,0
115.0,33.67,18.97,3.3516,0.4023,0
116.0,33.99,18.99,3.3328,0.3982,0
117.0,34.35,19.02,3.3412,0.4163,0
118.0,35.06,19.05,3.3383,0.4194,0
119.0,34.82,19.08,3.333,0.4067,0
120.0,35.74,19.12,3.3243,0.4025,0
121.0,34.74,19.15,3.3378,0.3855,0
122.0,35.27,19.18,3.3323,0.4031,0
123.0,35.35,19.21,3.3483,0.4018,0
124.0,34.67,19.24,3.36,0.4127,0
125.0,34.79,19.26,3.3337,0.3994,0
126.0,34.38,19.29,3.3371,0.3831,0
127.0,35.46,19.32,3.3249,0.3953,0
128.0,34.85,19.35,3.3377,0.4149,0
129.0,35.31,19.38,3.34,0.3884,0
130.0,35.19,19.41,3.3353,0.3972,0
131.0,36.37,19.44,3.3261,0.399,0
