Time_s,Temp_Internal,Temp_External,Voltage,Resistance,Label
0.0,21.15,10.33,3.2472,0.3638,0
1.0,21.63,10.34,3.2264,0.3494,0
2.0,21.55,10.35,3.231,0.3458,0
3.0,21.22,10.35,3.2181,0.3536,0
4.0,21.48,10.36,3.2364,0.34,0
5.0,21.46,10.36,3.211,0.3396,0
6.0,21.33,10.36,3.242,0.3431,0
7.0,22.03,10.38,3.2314,0.3642,0
8.0,21.34,10.38,3.2269,0.3692,0
9.0,21.67,10.39,3.2396,0.3544,0
10.0,21.44,10.39,3.2269,0.3521,0
11.0,21.98,10.41,3.2347,0.3526,0
12.0,21.84,10.42,3.2344,0.3177,0
13.0,21.92,10.43,3.2309,0.3329,0
14.0,22.4,10.45,3.2277,0.3626,0
15.0,22.05,10.46,3.2305,0.3481,0
16.0,22.17,10.48,3.2261,0.345,0
17.0,21.72,10.48,3.2316,0.3596,0
18.0,22.05,10.5,3.229,0.3366,0
19.0,22.12,10.51,3.2136,0.3316,0
20.0,22.2,10.52,3.2279,0.3438,0
21.0,22.46,10.54,3.2257,0.3554,0
22.0,22.55,10.56,3.233,0.3316,0
23.0,22.76,10.59,3.2262,0.3588,0
24.0,22.63,10.61,3.2356,0.3542,0
25.0,22.59,10.62,3.2303,0.3403,0
26.0,22.66,10.64,3.2202,0.3399,0
27.0,22.55,10.66,3.2243,0.345,0
28.0,22.27,10.67,3.2231,0.3495,0
29.0,23.2,10.7,3.2207,0.3382,0
30.0,22.52,10.71,3.2303,0.3635,0
31.0,22.52,10.73,3.2361,0.3462,0
32.0,22.81,10.75,3.2217,0.3532,0
33.0,22.84,10.77,3.2315,0.3614,0
34.0,23.52,10.8,3.2265,0.3481,0
35.0,23.32,10.82,3.24,0.3524,0
36.0,23.17,10.85,3.2346,0.3562,0
37.0,23.2,10.87,3.2407,0.3654,0
38.0,23.4,10.9,3.2357,0.3514,0
39.0,23.23,10.92,3.24,0.3541,0
40.0,23.37,10.94,3.2186,0.3405,0
41.0,23.34,10.97,3.1998,0.3352,0
42.0,23.64,10.99,3.2229,0.3434,0
43.0,23.55,11.02,3.229,0.3375,0
44.0,23.37,11.04,3.2254,0.3514,0
45.0,23.89,11.07,3.2288,0.3488,0
46.0,23.69,11.09,3.2035,0.3489,0
47.0,24.05,11.13,3.2208,0.35,0
48.0,23.68,11.15,3.2313,0.37,0
49.0,23.94,11.18,3.2346,0.3506,0
50.0,24.08,11.21,3.2222,0.3563,0
51.0,24.19,11.24,3.2296,0.3517,0
52.0,24.39,11.27,3.2365,0.3328,0
53.0,24.11,11.3,3.2295,0.3418,0
54.0,24.41,11.33,3.2326,0.3555,0
55.0,24.06,11.36,3.2206,0.3429,0
56.0,24.23,11.38,3.2471,0.334,0
57.0,24.21,11.41,3.2292,0.3435,0
58.0,24.08,11.43,3.2367,0.3571,0
59.0,24.44,11.46,3.2337,0.3601,0
60.0,24.72,11.49,3.2228,0.3619,0
61.0,24.47,11.52,3.2203,0.3599,0
62.0,24.94,11.56,3.2479,0.3552,0
63.0,24.43,11.58,3.2233,0.3556,0
64.0,24.84,11.61,3.2345,0.3586,0
65.0,24.98,11.65,3.2233,0.3321,0
66.0,25.27,11.68,3.2483,0.3489,0
67.0,25.1,11.72,3.2259,0.3631,0
68.0,25.03,11.75,3.2062,0.3405,0
69.0,24.32,11.77,3.2206,0.3658,0
70.0,24.97,11.79,3.2147,0.3655,0
71.0,25.15,11.83,3.2214,0.3437,0
72.0,25.0,11.85,3.2247,0.3549,0
73.0,25.06,11.88,3.2288,0.3615,0
74.0,24.9,11.91,3.2264,0.3421,0
75.0,24.7,11.92,3.2088,0.3555,0
76.0,25.01,11.95,3.2432,0.3366,0
77.0,24.86,11.97,3.2118,0.3543,0
78.0,25.51,12.0,3.2268,0.3345,0
79.0,26.13,12.05,3.2336,0.3537,0
80.0,25.19,12.07,3.2276,0.3623,0
81.0,25.85,12.11,3.2186,0.3597,0
82.0,25.66,12.14,3.2458,0.3323,0
83.0,25.68,12.17,3.2469,0.3513,0
84.0,25.98,12.2,3.2245,0.3373,0
85.0,25.61,12.23,3.2291,0.3528,0
86.0,26.08,12.27,3.2427,0.3618,0
87.0,25.88,12.3,3.2249,0.3485,0
88.0,25.89,12.33,3.2345,0.3637,0
89.0,25.85,12.36,3.208,0.3332,0
90.0,26.08,12.39,3.2337,0.3367,0
91.0,25.92,12.42,3.2279,0.3423,0
92.0,26.19,12.45,3.2395,0.3541,0
93.0,26.2,12.48,3.2206,0.3552,0
94.0,26.59,12.52,3.2315,0.3457,0
95.0,26.49,12.55,3.2256,0.3394,0
96.0,26.64,12.59,3.2234,0.3343,0
97.0,26.69,12.63,3.2453,0.3391,0
98.0,26.48,12.66,3.208,0.3495,0
99.0,26.55,12.69,3.22,0.341,0
100.0,26.41,12.72,3.2127,0.3472,0
101.0,27.58,12.77,3.2392,0.3482,0
102.0,26.12,12.79,3.2383,0.329,0
103.0,26.92,12.82,3.2346,0.3521,0
104.0,26.77,12.85,3.2118,0.3666,0
105.0,27.31,12.89,3.2337,0.3182,0
106.0,26.49,12.92,3.2215,0.347,0
107.0,27.18,12.95,3.2242,0.3526,0
108.0,26.94,12.98,3.2441,0.339,0
109.0,27.31,13.02,3.231,0.3737,0
110.0,27.37,13.05,3.2375,0.3485,0
111.0,27.45,13.09,3.232,0.3252,0
112.0,27.23,13.12,3.2081,0.3465,0
113.0,27.43,13.16,3.2296,0.3569,0
114.0,27.87,13.2,3.2273,0.3316,0
115.0,27.4,13.23,3.2299,0.3317,0
116.0,27.36,13.26,3.2463,0.3425,0
